Gene	GEO_Tau	GEO_FC	GTEx_Tau	GTEx_FC	TCGA_Tau	TCGA_FC
ENSG00000121410	20.55361207955597	1.8805942301349496	25.978566280767048	5.727501094165095	17.897542287998935	1.8700528546464943
ENSG00000148584	20.870948904682507	2.441472875743273	25.57223446581791	1.6949128747508824	19.63627712763535	1.9719191898313375
ENSG00000175899	19.621319220589324	1.2156572825967724	23.04725918415845	1.12076741945487	17.082342104256654	1.0986829533399616
ENSG00000166535	19.848075332332364	1.0362503853122491	24.944753776488753	1.0467404825243647	18.472838063872224	1.2294434722321739
ENSG00000184389	13.876792402743613	1.1501423120898555	22.53882935692501	1.6761584035237445	15.822143409557714	1.3425611142884866
ENSG00000128274	15.393470734633343	1.1260466896677672	17.980891802502384	1.0846736391686482	15.33574522258284	1.1357802348003163
ENSG00000118017	20.202847886791893	3.431871736410274	24.110613776758612	1.0039486208744777	18.513335989927725	1.226028675855508
ENSG00000094914	15.414938392647906	1.2878381733679394	11.769000875759493	1.0011064596870403	8.42209157384992	1.0405131542176673
ENSG00000081760	10.930140659067819	1.0233692055681016	16.920128487748766	1.0801483043823898	8.329154688662227	1.0539290617072794
ENSG00000114771	20.8489071240351	1.7438788945289305	24.73549941535262	1.0218459515083345	19.78278264216843	1.7868674176325423
ENSG00000197953	20.782233173362233	4.4935796684246	25.78870352227404	6.451989367379309	16.79994125222811	1.3178677199987734
ENSG00000188984	20.85843506397997	8.597861403383014	25.86826960974933	8.242213666692079	18.479280016999944	1.7339523151793867
ENSG00000204518	16.241303122875067	1.0063078952590327	23.560478979799527	1.7965102075190293	15.034835813279045	1.2593693294528763
ENSG00000109576	16.753965136138792	1.0885073020619083	22.138582054551765	1.3352552649108966	15.50969176542899	1.1199550413026127
ENSG00000103591	10.57982995935144	1.0347118199409324	13.35594630360082	1.1125663627195683	6.728647307496084	1.032605042578262
ENSG00000115977	11.924842660080078	1.0242256574788418	15.85810920910469	1.041119516057802	14.162399319859944	1.2079879086351033
ENSG00000087884	18.014069117797927	1.102090315752549	20.903301066451693	1.151313065466808	11.50883089379074	1.0636131334622339
ENSG00000127837	15.604737252926672	1.1861012107475812	9.317138531697317	1.0138763251957867	5.806122956441241	1.002322937119137
ENSG00000129673	16.66099355607998	1.1811095479101394	23.114667049362158	1.7973363289615607	13.171236673901685	1.1367035555628309
ENSG00000131043	13.279537143365326	1.1100247514322952	7.359112917031484	1.0020285466193535	9.25577907273098	1.0723401863657935
ENSG00000205002	19.26598312593416	1.3914279878511626	23.79209885609401	1.1504088230732294	19.46454637885935	1.829677143380322
ENSG00000090861	9.408024003118774	1.0381308163720273	11.51974991182614	1.0298118376417544	8.589952770852921	1.0159835483389617
ENSG00000124608	8.22999292098478	1.0306902731585867	6.809814744671179	1.0106395615523749	12.480418447167388	1.0348541404586877
ENSG00000266967	11.419725707639582	1.0084199802281486	23.609482334787295	1.4065309811551336	9.447769628171445	1.080168457921669
ENSG00000157426	7.2113816315335795	1.014042102838722	8.649973205401196	1.0346334829569264	6.297957310792678	1.0499011552410096
ENSG00000149313	10.085320565061906	1.041923314096796	16.62155868141529	1.0783596298971736	8.53488122433562	1.0129490421091822
ENSG00000008311	17.30329434987707	1.2495213235877527	18.881127301756045	1.011917460934158	14.717703168969468	1.0457294525641796
ENSG00000275700	13.056146894063655	1.0448614816645836	14.711303097515497	1.0852678093203059	7.65584520878126	1.0147884119051207
ENSG00000181409	17.742129951909547	1.1335199641031686	24.77142490281989	1.3776827958225264	16.27794236509671	1.0975966212941217
ENSG00000183044	19.948733431177786	1.3056390320819904	24.372733549886828	1.1943889559902765	17.637074881976027	1.0543719174069992
ENSG00000165029	15.84270237048491	1.0995593561531236	20.374820463211663	1.0733460244242783	11.771496269802428	1.0602970634736208
ENSG00000154263	17.786813630100298	1.2478654268145517	21.876322299527054	1.0386244547846204	15.205824702727092	1.122228802595078
ENSG00000144452	19.859870907196612	1.2395061958680273	25.406051588458574	1.5216916827564013	16.136144187820914	1.0014559928813718
ENSG00000179869	16.1721367183207	1.6270651838888064	23.389723217544425	1.1897235899015717	16.739669189179132	1.0532637701717218
ENSG00000107331	14.158584305435225	1.0120901004128153	21.76630117826623	1.0385655568028445	14.701389089689783	1.0885758727608739
ENSG00000167972	14.251563691012233	1.0872921001260154	23.93782553056027	1.2634232825425582	15.615165075916472	1.0705245111474064
ENSG00000198691	14.716741663287696	1.2070725197447896	22.118553327807167	1.220045919145927	15.822314236799315	1.2315991040967733
ENSG00000154265	16.296422829934944	1.1034235365097673	21.1805579535825	1.1786557714235093	11.325129729121285	1.0559493253380459
ENSG00000154262	18.721627465733217	1.1680288369714638	18.771522826686255	1.0091959499100465	18.26374848679001	1.4964356237473462
ENSG00000064687	18.249544372351046	1.1146835386158023	23.93560348827801	1.218214764506771	13.208099754307725	1.0215612188753413
ENSG00000141338	17.420634537925036	1.160872050358394	22.80117098587639	1.2531837116415458	13.676983372153662	1.1079608543305615
ENSG00000154258	17.75062228064514	1.0298723541761896	19.924428941591625	1.0372427737161412	13.551099332837829	1.018246335369378
ENSG00000085563	17.90306973638611	1.117613579133752	24.98834447120323	1.3702690776080086	16.970184635477164	1.0699772524577789
ENSG00000135776	9.805827906760182	1.0128735322504951	13.719280929345494	1.0586078185357304	10.317873199107948	1.024311712647116
ENSG00000073734	20.791835109654098	4.330236576019942	25.664589052065754	2.0924594036756754	19.928399801453075	9.859871540237773
ENSG00000005471	20.633627482148817	1.8606841580400295	25.440978558285472	1.7507748865567792	19.582798576059506	1.9328670345455143
ENSG00000004846	18.871964883531486	2.0572746125605366	22.927463158278442	1.1045572045379486	19.7597051057506	3.431878831242636
ENSG00000115657	13.383698861838157	1.1336480160764582	15.715890192852065	1.0360749765620547	11.794427272257934	1.1472455679131075
ENSG00000131269	7.006633053377551	1.0046261074415788	16.704112410193403	1.119438905849253	4.649510893325738	1.0057635670762548
ENSG00000197150	6.950642676420063	1.0054065623029667	11.565733509151082	1.0199743210857868	10.59082515393234	1.0445095976272358
ENSG00000150967	13.258524433583824	1.216316488757088	17.855299150913716	1.0482182504065207	9.722017474663136	1.0331784532634303
ENSG00000103222	10.947261863108023	1.0591306971390275	15.880362154258357	1.078494186422063	13.051685396968027	1.1044965964956333
ENSG00000124574	9.065119554038478	1.0244875786417365	8.599255178665002	1.0073568484721547	7.683354356365906	1.0188636679351213
ENSG00000121270	18.08846043254206	1.0909394086591662	24.13184168810635	1.101933110512509	19.304289392726538	1.6560043641187394
ENSG00000140798	20.178553391854198	3.4674701485977737	25.629002737848648	4.16626452981887	18.506518147607068	1.1644933722100057
ENSG00000023839	20.362115439838483	1.463822275876653	25.47281425934766	1.5545514389347972	19.355056861931903	1.6200925467166292
ENSG00000108846	17.535014438333985	1.1745920853514882	22.727303916288857	1.0389422747880603	14.636308656727273	1.053971548515342
ENSG00000125257	17.130470581419427	1.2944298332666664	18.237337306823967	1.0179537639206142	19.054756247471545	1.5313946320158118
ENSG00000114770	12.061105269022335	1.038218200967651	21.892185685902056	1.2768316395802386	12.60120168590801	1.0153167585726262
ENSG00000091262	20.033670383905473	1.631486848502971	25.011708279124456	1.5129861114862075	19.305682039105633	1.5595263088156976
ENSG00000006071	19.964313224223876	1.3255529261930428	24.622829475866876	1.3245657823897214	18.456805225219803	1.2691673964322576
ENSG00000069431	16.00402564908502	1.0108969069814044	22.07893637964373	1.2192096733923519	14.080370967653826	1.150471568561115
ENSG00000101986	10.747440571308777	1.006914631439131	17.877586036620812	1.1244606131694304	16.33431092013447	1.214799629162878
ENSG00000173208	19.88289564879001	1.6409787673833445	21.752921025462317	1.1171997756496346	15.926376884259636	1.2154200054294724
ENSG00000117528	15.652399039062889	1.1678210993410798	19.990151003051736	1.2140976297247241	12.198953397735451	1.0681254400660483
ENSG00000119688	9.131517340993128	1.0319754980353568	7.628995273339447	1.0152410878403297	13.453047963638161	1.1751918423903855
ENSG00000164163	11.473690480440679	1.0626547003661984	11.571188442393273	1.0115598804019148	6.602103278522209	1.0238785102230308
ENSG00000204574	8.823818482172866	1.03243830242031	18.498095221675456	1.2108473307284773	9.800546013987265	1.062523533572684
ENSG00000033050	14.967480573402543	1.099977543337965	20.720534632254974	1.3106761471334345	10.22457759791386	1.026549189349745
ENSG00000161204	6.782745845914242	1.000034265523081	17.41858640281689	1.0806351296942283	12.455078012955141	1.1602506012163927
ENSG00000160179	16.504933381646428	1.105430564285144	18.91019382181272	1.0872729959682619	7.330190491294814	1.0091694746418773
ENSG00000118777	14.891082880169058	1.0832322837525519	20.284064276347006	1.016369887792061	15.616720255198592	1.0119195135680157
ENSG00000172350	16.671863052941195	1.0250532363226328	24.332811093106574	1.2864753624683865	17.76027794641621	1.665930361253206
ENSG00000138075	20.85332972066164	6.407233490894526	25.962189607589444	4.326822929555288	19.756675017520074	3.39684637995897
ENSG00000143921	20.694697310075938	4.600484897258727	25.87724454835914	2.029272739409626	19.873009431561748	4.336958620741231
ENSG00000143994	17.294974320684293	1.449609703591489	25.47709473237782	2.267351537943164	15.254198164443372	1.2417804753854604
ENSG00000144827	15.022532093507396	1.1089488530042775	13.595621160910383	1.008261505204686	6.962861184856055	1.0088094176839155
ENSG00000106077	16.078904083212258	1.1397864675694045	17.504299996442374	1.0031355515182558	11.969914571897547	1.006135213814144
ENSG00000100997	12.510505521890542	1.0852130023783797	15.467479160403046	1.0047602710358163	9.32686517271371	1.0349502831551158
ENSG00000131969	17.923972477879357	1.6468860544467168	24.860472804525127	1.6404918597180789	18.822969026492277	1.8657631097406406
ENSG00000139826	8.575659740983333	1.0499285633399	11.579493055851175	1.0846079271064308	6.20438438020878	1.0204657698270978
ENSG00000248487	15.269455254573902	1.0392772788875144	17.860003932446595	1.0868174772707833	11.920856160098593	1.1092093130911203
ENSG00000114779	14.302010323600735	1.0642817920712702	18.68917368216957	1.1096812923875063	13.739421179563385	1.1454634461000388
ENSG00000168792	13.571426506378296	1.021598056561994	17.591151809143064	1.0937438606942398	11.699036333421233	1.1171167608226473
ENSG00000204427	18.340807497302073	1.108115968428882	19.009646090630483	1.0113474230396133	13.911640314842955	1.3104304476446624
ENSG00000129968	15.900930217006525	1.1368438310318658	19.328234724777687	1.0947161977526574	11.076062873606045	1.1281471729382753
ENSG00000107362	12.535021832431186	1.0565301214762057	14.314785788599705	1.0522108133622317	9.702219363483794	1.026663976061881
ENSG00000136379	16.324725734672253	1.0351387474463192	15.74764173371356	1.0030241187727447	12.753984005672885	1.0259769121689655
ENSG00000164074	12.65218006071374	1.2167614713315154	12.498505436766077	1.005233075805159	5.501607514682749	1.0227996243590465
ENSG00000140526	17.32032441771305	1.2177688808593086	19.552674815355424	1.0745818690423923	12.79389239198245	1.0476138654266456
ENSG00000158201	14.156870673867067	1.0542559337266104	14.599710145208148	1.0020126275674734	11.656842242567622	1.0526185826220669
ENSG00000100439	12.306707333597576	1.0480538056595006	10.981080102047626	1.002833501030738	9.099327916153873	1.0510761156442407
ENSG00000011198	13.319541170475574	1.000077140427307	22.98662734662128	1.3232865838455656	8.951166102112557	1.0495923788854271
ENSG00000163686	17.522568412852383	1.2852995160191192	20.867254385336437	1.1921958375736432	14.922016292037805	1.0942067988893167
ENSG00000127220	14.970267671123231	1.1907850723731506	19.374159976787393	1.1315869867037198	11.771985298614304	1.0368976534109056
ENSG00000136754	11.243622343933263	1.0410011577989435	16.996202462974697	1.124833721644392	11.153382931795619	1.0859520042454618
ENSG00000138443	11.618692799508008	1.0262358314984366	18.190037409652444	1.2502369168282224	13.979177043782077	1.1425931527672022
ENSG00000108798	18.84045722347218	1.080013589393714	23.17402218115594	1.0819218256699694	14.2752213941094	1.1617522566652276
ENSG00000154175	14.262058064891148	1.0344310212962782	17.327373384326208	1.0314413519579622	12.916713276928395	1.0243149676053571
ENSG00000119328	10.690426552843634	1.051028773389223	9.553408133312807	1.031785590377861	5.806634991628397	1.0066676662977774
ENSG00000097007	12.527682909696612	1.11231505155474	13.120580528778643	1.0034389388666192	7.3688143096674015	1.0374920743332356
ENSG00000143322	16.144011325908327	1.2625564458986158	13.263542598807003	1.000939613842328	14.604356505886392	1.2795478422706372
ENSG00000099204	17.352506767944053	1.225569140838429	20.889637476947144	1.1295643745072128	10.292857587749834	1.0150793843361914
ENSG00000163995	15.48854204734507	1.026855342274293	25.619103563961566	1.9793931855476201	13.147407398864022	1.000483259232144
ENSG00000173210	18.181804604281076	1.0358552988037881	21.945479727421564	1.0925476966596015	15.723054128563822	1.1423661337184234
ENSG00000175164	17.801605806151468	1.1187280109177473	20.854267994747506	1.0924558407041107	14.9267094200742	1.084516130303506
ENSG00000159842	10.674626471213955	1.0206392856738502	18.29400391112262	1.123714554276203	12.700291945043345	1.0354226771306199
ENSG00000174429	20.327088563569774	2.27193169134601	25.706358431388306	1.4752455089806333	16.211670994287136	1.4282858587571678
ENSG00000146386	11.571243978134325	1.0021202318932791	18.710671600606602	1.0466748480831327	13.153249374944023	1.0549917134465805
ENSG00000163322	13.067440489358841	1.017132557216875	16.067759216796762	1.1073689098254165	8.003571315664349	1.0589879676108611
ENSG00000165660	10.431413924831839	1.105360291734303	16.150805958932892	1.1559070832426883	4.9984186469427465	1.0091666027437562
ENSG00000146109	19.390788934876092	1.4584622083384207	13.394097403121767	1.0809142465348973	8.965129715998364	1.0551442052969278
ENSG00000114626	20.041728880172514	1.5717718995317247	25.032349899019945	1.529862459206027	10.585807970112095	1.0262652489425992
ENSG00000166016	14.002080165671087	1.1746365423507756	17.431995610338465	1.0371071265861604	12.76563426303861	1.1169078438051854
ENSG00000060971	18.29448691491747	1.3265867223105987	23.042026435038938	1.1691885042053778	17.072143229023144	1.3560149517917794
ENSG00000167315	19.739242875525548	1.337402412768908	23.84404284543886	1.2667745046167553	17.684913164058226	1.2192277966037677
ENSG00000278540	11.369129757204659	1.0248389643185014	13.580985188098902	1.0489860516438951	15.038893875230666	1.2177453113296672
ENSG00000076555	19.164026877069837	1.2411133346124004	22.052590657513473	1.0438553702851152	15.656890553956323	1.1794110689154655
ENSG00000111271	9.855291325514669	1.0802286664433127	15.836779374819564	1.0787490522223788	11.232944063921328	1.098944404395175
ENSG00000240303	17.961718229070023	1.2102329967680023	22.866018978119865	1.6252604178124204	16.40067162424827	1.7817335886931744
ENSG00000151498	9.929126099884023	1.0335068237068474	12.981807370146537	1.0262252759240542	15.074493790517758	1.2815341938569884
ENSG00000177646	9.453516206349137	1.051172396624642	14.628198616594522	1.0742520324174722	6.892970214170507	1.0214256832136028
ENSG00000115361	17.422408486637927	1.048716993597941	20.023521645980264	1.0098590003209806	16.27531842046991	1.027395854165351
ENSG00000117054	16.01851624692299	1.1690357200452883	21.530292076488784	1.103905548190862	14.448294194489282	1.110915970188302
ENSG00000122971	18.80419955767922	1.364571183787896	22.592201962082513	1.0783267129618306	16.879735271432537	1.2490481855300026
ENSG00000196177	19.860923973872175	1.7200244320989742	24.19650704944842	1.3506320304678143	18.327711784920915	1.331705381355102
ENSG00000072778	13.798416618602687	1.0736435088033895	17.454861129457075	1.0086524733265103	13.56113973356195	1.12201963830453
ENSG00000157766	19.036726194908155	1.3925917326125246	25.650831681389537	4.751483755976195	14.147964115769136	1.039323234608368
ENSG00000072818	18.47883175516724	1.0076420079465596	25.052922255295645	1.2249250096378885	16.764477243836303	1.0498866790182204
ENSG00000114331	10.613871549523063	1.0689962500534056	19.71835559639839	1.248270765981032	9.45131956455567	1.0179600842590137
ENSG00000131584	9.92062964336618	1.0411068956013754	19.250824322420964	1.1247281115912153	13.423829713468663	1.0007048927902624
ENSG00000075239	19.327888103026407	1.3212740550531121	22.827840785439623	1.0721333218514293	17.86794715261285	1.2038075122523977
ENSG00000120437	15.38789244396651	1.0006983527629052	20.543071110188883	1.2868881550049798	13.707615246324643	1.1110414596145202
ENSG00000182827	15.02457625786266	1.055738538933835	10.287579795925431	1.0457198230062923	7.045711482795252	1.0168892327365326
ENSG00000181513	16.77852759997988	1.2441388998635918	21.54718152830865	1.4111482859123219	16.71797650305688	1.3874446597886916
ENSG00000107897	12.83082668815745	1.1385845539078672	15.822254701290646	1.0090995887933274	10.854808077648924	1.055805206017213
ENSG00000230124	11.423212636858569	1.0411140585074037	7.912269478476489	1.0275008647085322	5.2834121397182265	1.0028839300791879
ENSG00000176244	16.860274912058685	1.4393866480963395	25.408564989839377	2.2265153087577323	16.771325353468686	1.050034579053584
ENSG00000110455	14.114698565659948	1.0829317468904456	12.450705102676986	1.0101326635568282	9.802323234680363	1.1104504670360489
ENSG00000205126	16.539345675456683	1.1246283712666845	24.666091043182067	3.115968785918455	19.35237896247468	1.7227181675480636
ENSG00000102977	13.789848035276073	1.0491354181020738	10.011192462612911	1.0123139259449654	7.26656580057225	1.0154024903331618
ENSG00000159640	14.75566829226144	1.0812839818678328	24.79292571526488	1.3273853617949232	15.156108430383048	1.1210721937652663
ENSG00000130234	18.179899640746456	1.2224477962581106	24.69054074049218	1.323983990524427	17.709365787483286	1.2656519394309498
ENSG00000167769	20.713481124623158	2.7317970041922734	25.503864505740104	2.700139529433318	15.370640533515232	1.0450081296873366
ENSG00000177076	15.668936573002524	1.1361256097267156	22.19039990284036	1.1972025173672485	16.74417913531807	1.015180777565318
ENSG00000078124	12.834161696591774	1.1154571592347584	16.285801077866353	1.1042408819729106	8.105954039300519	1.0115513024045566
ENSG00000087085	14.05231467268252	1.0973937664658995	23.904490674308505	1.157784570484454	15.878912120275775	1.158546654244853
ENSG00000100813	7.540252322096972	1.0058521838409216	10.846899692429346	1.0588762648821999	7.936721556157689	1.0313831599460221
ENSG00000213088	16.059001217030247	1.0227169561534446	20.958189394069635	1.0126949291937262	10.618528778897337	1.0083186184836497
ENSG00000144648	15.778115530295558	1.2971780074434425	22.333477098315406	1.199103316846931	15.733781250307093	1.0154706961965985
ENSG00000144476	14.81283633777271	1.0432776634443475	18.227739968395998	1.0118453537027092	12.272354266252737	1.0097974127516203
ENSG00000129048	17.70036711448109	1.18195883569236	20.184148756094647	1.1848961920883487	15.059655722522391	1.3336386994325626
ENSG00000131473	11.813194366864325	1.0279396735981814	11.876643801348344	1.0288318307885298	9.860768193388203	1.032034619746459
ENSG00000153086	20.846713604526904	2.1977035766271102	25.29088781258409	1.0887046546709784	19.410842454459416	1.1785719136410684
ENSG00000122729	17.304876675934167	1.0749868625942312	19.242802089933125	1.09179672793865	15.400722405450505	1.224273340322196
ENSG00000100412	15.650726037382157	1.0852635761141636	22.266655288900296	1.046268915701982	9.379592407966548	1.0155098929361646
ENSG00000102794	20.729701765623492	4.090093396480076	21.13494551716417	1.6004385437678132	19.372810315875928	4.008888470466754
ENSG00000184227	17.118933005221223	1.0016696792238535	20.256051212069067	1.1969229941426451	16.321900051041453	1.3588703235278148
ENSG00000162390	16.130390816014145	1.049572838094789	19.20692071439834	1.1035457692821788	11.839500810529566	1.0511575923493373
ENSG00000172497	20.95249665303941	10.329729171426512	25.94713290560437	3.8548530104966474	19.94765169559441	6.8382282942871155
ENSG00000112304	14.607442732174611	1.1633161315169043	18.672612340197325	1.0968584318817651	14.10445465741723	1.295245325900984
ENSG00000119673	16.293393992037153	1.0652220635199385	17.918989466425753	1.0202320075888212	14.762688739947713	1.2630899386736152
ENSG00000177465	18.27962448757716	1.1085156878433347	23.475185161875356	1.2727909783710802	15.8405049824165	1.1634285737446994
ENSG00000205669	17.525531060528056	1.1178449855662882	24.540361727773384	1.5558276713697332	15.531173496387417	1.2066664226206667
ENSG00000097021	18.06261180154202	1.145610836547687	20.486461601255154	1.1096998013233643	15.57625334901862	1.1276312180140906
ENSG00000101473	11.544839806074242	1.1192224243764768	12.987034453981115	1.0051767773280225	7.381810961949276	1.0334291970490057
ENSG00000123130	8.045083300294376	1.0033879769906093	12.218059160810169	1.0125328640550346	6.716953952612823	1.002896701739831
ENSG00000161533	16.16729340081819	1.0779718685553796	20.435548961034755	1.1102173744135406	15.437893290463613	1.1566710046494746
ENSG00000168306	19.825219041124786	1.4065286429916153	24.59699310388277	1.5967416727184516	18.884985421299163	1.5637703520724102
ENSG00000087008	10.591036365910398	1.058862374107706	14.07640879652275	1.042991369371358	9.939862112331515	1.0275799980956624
ENSG00000153093	14.54776053612123	1.3115143747695013	21.73630711317098	1.1501075496808097	14.324649231771437	1.1241740783778622
ENSG00000143727	9.829543727060763	1.0121225537592626	14.383777109144662	1.0869713004110124	6.775549808416203	1.0199245611421175
ENSG00000134575	16.46744260948756	1.2404990630802604	20.064321778902006	1.1350613577915096	12.333532995871659	1.095842485124757
ENSG00000014257	20.910727742778164	2.2281716700759437	25.88546480672827	2.0107403875248515	19.969558070819097	3.1068825950256644
ENSG00000142513	15.594423823564282	1.1743947849384133	25.14803692705905	2.1791585230859947	15.891927220601373	1.274300998884486
ENSG00000102575	16.672060614079523	1.1373139014335554	21.038267922193636	1.1469561777094055	15.350546922574697	1.1063035267181467
ENSG00000162836	10.353857718992414	1.0124658972132163	12.633903269221067	1.0576943094052644	9.654432397482365	1.101695581302417
ENSG00000183760	20.07655899569523	2.0181610568705377	24.05261567785735	1.0214786402030118	15.699988889501492	1.105057286029952
ENSG00000100312	20.69597791564608	3.4002225185498562	25.81868881523	4.630335073239141	12.22388940171009	1.1077423507946
ENSG00000111644	20.201448236169828	1.2598306186285428	25.7246310440224	1.8854220299355988	11.476461640409909	1.0104319390415746
