Gene	FC
ENSG00000007402	6.92620681838705
ENSG00000007516	6.511514875838556
ENSG00000007520	1.532948587870602
ENSG00000007541	1.8707990259784038
ENSG00000007545	1.637305756351641
ENSG00000007866	2.857842709048372
ENSG00000007908	3.2122685353254257
ENSG00000007923	1.6337513974551838
ENSG00000007933	17.84380076345593
ENSG00000007944	2.2970139137683936
ENSG00000007952	16.13805879778709
ENSG00000007968	5.008882962118616
ENSG00000008018	1.5967117472691326
ENSG00000008056	8.398827218082033
ENSG00000008083	3.906511244063948
ENSG00000008086	2.1060821590153096
ENSG00000008118	4.336357743591949
ENSG00000008128	3.1548826072294895
ENSG00000008130	1.7011464877303764
ENSG00000008196	10.951191586634692
ENSG00000008197	13.160559022554255
ENSG00000008226	3.3941184211842255
ENSG00000008256	5.731429538519588
ENSG00000008277	6.532104380769743
ENSG00000008282	1.7719524202215002
ENSG00000008283	10.397642448565593
ENSG00000008294	2.4764606871353725
ENSG00000008300	3.9995916883557645
ENSG00000008311	3.3427264844082845
ENSG00000008323	3.4395381450315754
ENSG00000008324	2.5640461701238797
ENSG00000008382	2.697833033138355
ENSG00000008394	7.081466810160381
ENSG00000008405	1.45842179628225
ENSG00000008438	19.370841421172432
ENSG00000008441	3.5306215367601523
ENSG00000008513	3.369339818242814
ENSG00000008516	5.301935304252251
ENSG00000008517	5.957443718391558
ENSG00000008710	3.427646220236455
ENSG00000008735	6.306782664875386
ENSG00000008838	1.3685134164948576
ENSG00000008853	2.2403606840287433
ENSG00000008869	1.705689817367571
ENSG00000008952	1.6373654085354232
ENSG00000008988	1.8174350060245221
ENSG00000009307	1.3029976855786929
ENSG00000009335	1.5670071148303595
ENSG00000009413	1.7899916351156901
ENSG00000009694	6.255956192751789
ENSG00000009709	5.519599239864311
ENSG00000009724	18.3447202201346
ENSG00000009765	18.207413132415024
ENSG00000009780	1.596790788189016
ENSG00000009790	4.9122671890200875
ENSG00000009830	1.8712263427973708
ENSG00000009844	1.3075960179184256
ENSG00000009950	13.768996707949459
ENSG00000009954	1.8823842253597889
ENSG00000010017	1.7123215338567197
ENSG00000010030	2.3137613794860963
ENSG00000010072	1.3185268072526357
ENSG00000010165	1.8246422476194557
ENSG00000010219	2.0148020914553717
ENSG00000010244	1.892124430103565
ENSG00000010256	2.2270517894977573
ENSG00000010270	2.0357837325468675
ENSG00000010278	2.0118338410598424
ENSG00000010282	7.463873638426301
ENSG00000010292	2.195606198424339
ENSG00000010295	2.4016352800520604
ENSG00000010310	4.324990463062469
ENSG00000010318	2.2655748929999846
ENSG00000010319	2.772880492572605
ENSG00000010322	1.8386738847997068
ENSG00000010327	3.222007070349428
ENSG00000010361	1.7367489418522801
ENSG00000010379	16.21903856925467
ENSG00000010404	3.1244358279070426
ENSG00000010438	8.07145679188095
ENSG00000010539	2.3826258198307055
ENSG00000010610	4.379825533472689
ENSG00000010626	1.9201938456225625
ENSG00000010671	7.803050932927826
ENSG00000010704	2.7433249905204495
ENSG00000010803	2.050025277879599
ENSG00000010810	4.676913207165299
ENSG00000010818	1.5542253562422454
ENSG00000010932	9.805283296068318
ENSG00000011007	1.5690822427724953
ENSG00000011009	1.7962721513515236
ENSG00000011021	2.53175664940044
ENSG00000011028	1.6070743276089057
ENSG00000011083	6.925506792078236
ENSG00000011105	3.1212653235917145
ENSG00000011114	1.9407071899793031
ENSG00000011132	1.55255872709118
ENSG00000011143	1.5935398014064281
ENSG00000011198	1.7429072537618757
ENSG00000011201	4.052771909072266
ENSG00000011243	1.7278219869540092
ENSG00000011258	1.6733877705821103
ENSG00000011260	1.6744266061766313
ENSG00000011275	2.147566152866814
ENSG00000011295	1.4081233010108756
ENSG00000011304	1.7105384771624301
ENSG00000011332	6.727625856404343
ENSG00000011347	6.216909531175316
ENSG00000011376	1.5560713219367954
ENSG00000011405	1.7581453882836275
ENSG00000011422	2.2908750754351863
ENSG00000011426	2.3243483211225477
ENSG00000011451	1.719064371115746
ENSG00000011454	1.7125122849373715
ENSG00000011465	2.7004352774038938
ENSG00000011478	2.5099393551430937
ENSG00000011485	1.6483244200559335
ENSG00000011523	1.5849184538587313
ENSG00000011566	1.3356237250116563
ENSG00000011590	10.11457828958847
ENSG00000011600	2.450499968875309
ENSG00000011638	2.2992683271977454
ENSG00000011677	9.323112075803133
ENSG00000012048	1.9102051474962642
ENSG00000012061	1.9225920175428641
ENSG00000012124	9.023668215730996
ENSG00000012171	3.0029153752608577
ENSG00000012174	1.7919985369989326
ENSG00000012211	2.495128386766883
ENSG00000012223	4.7292781004638975
ENSG00000012232	2.0545111240818854
ENSG00000012504	12.495430188023692
ENSG00000012660	2.856950609698922
ENSG00000012779	2.960780760036601
ENSG00000012817	2.6505835092023555
ENSG00000012822	1.4888616245939927
ENSG00000012963	1.5900606760454472
ENSG00000012983	1.527463938857802
ENSG00000013016	6.284980155141504
ENSG00000013275	1.5470843950772446
ENSG00000013288	1.5269737119897382
ENSG00000013293	12.246440929401885
ENSG00000013297	7.047514829251755
ENSG00000013306	1.5571150141124466
ENSG00000013364	1.9648478072274524
ENSG00000013374	1.3754203750442717
ENSG00000013375	2.857035384254569
ENSG00000013392	4.099136968650264
ENSG00000013441	3.200078644427532
ENSG00000013503	1.5027757819773053
ENSG00000013523	1.9342257352020817
ENSG00000013561	2.0995134853181323
ENSG00000013563	1.6063235978800243
ENSG00000013573	2.9750271463214304
ENSG00000013583	2.4686954234554346
ENSG00000013588	3.306869285081825
ENSG00000013619	3.3564437231571946
ENSG00000013725	4.9708110812500195
ENSG00000013810	2.439244435053039
ENSG00000014123	1.3730836280775978
ENSG00000014138	2.840466005879938
ENSG00000014164	1.8936234058345776
ENSG00000014216	2.238103316720945
ENSG00000014257	20.37960549285196
ENSG00000014641	1.7840935234964796
ENSG00000014824	1.5135257937564508
ENSG00000014914	3.4054536819820527
ENSG00000014919	1.4184896737589288
ENSG00000015133	2.56766795715608
ENSG00000015153	2.167168345659165
ENSG00000015171	1.9753305936518264
ENSG00000015285	5.097666130443449
ENSG00000015413	11.171561026225474
ENSG00000015475	2.430639767577385
ENSG00000015479	5.600283790790632
ENSG00000015520	9.369190743386278
ENSG00000015532	1.8741149204625744
ENSG00000015568	3.824228973422267
ENSG00000015592	10.080485992624261
ENSG00000015676	1.6371052911086448
ENSG00000016082	11.212460012148131
ENSG00000016391	4.418815882119226
ENSG00000016402	2.378908634478499
ENSG00000016490	14.914058232746457
ENSG00000016602	6.704012262423057
ENSG00000016864	1.6725275198243352
ENSG00000017260	2.932084314087651
ENSG00000017427	3.652658660400038
ENSG00000017483	2.902413041863488
ENSG00000017797	2.8052608857975456
ENSG00000018189	3.3221078302357685
ENSG00000018236	7.181623012858982
ENSG00000018280	5.1437402512739645
ENSG00000018408	2.5106838930763984
ENSG00000018510	1.4109885337097197
ENSG00000018610	1.4047636443480418
ENSG00000018625	17.48631701721109
ENSG00000018699	1.616271807523014
ENSG00000018869	2.2820913266993728
ENSG00000019102	5.719274794297571
ENSG00000019144	2.5756661805749426
ENSG00000019169	6.099872986464526
ENSG00000019186	7.375529193340143
ENSG00000019485	2.5683607136512308
ENSG00000019505	2.9582947421676042
ENSG00000019549	3.6893675976366693
ENSG00000019582	3.7347575572800866
ENSG00000019991	5.5598705355283515
ENSG00000019995	1.7605331618980333
ENSG00000020129	3.3925768306095834
ENSG00000020181	2.246789005769143
ENSG00000020256	1.592899393936457
ENSG00000020426	1.549116206611259
ENSG00000020577	2.7123444645450943
ENSG00000020633	3.777531953720607
ENSG00000020922	1.4013273106959878
ENSG00000021300	9.100621505367526
ENSG00000021355	2.7143459708856668
ENSG00000021461	15.032423835143403
ENSG00000021488	7.909323270737395
ENSG00000021574	1.3684510745253728
ENSG00000021645	3.823594593690218
ENSG00000021762	3.306144698937309
ENSG00000021776	1.817610434197208
ENSG00000021826	13.961881101319094
ENSG00000021852	20.682998128133427
ENSG00000022267	3.283964475392038
ENSG00000022277	1.656517585033982
ENSG00000022355	14.627332296502438
ENSG00000022556	10.82985662562383
ENSG00000022567	2.749837047546814
ENSG00000022840	1.5173856042102203
ENSG00000022976	1.6636885341478058
ENSG00000023041	1.4101028948940744
ENSG00000023171	6.4357884522008755
ENSG00000023191	1.7819892856554618
ENSG00000023228	1.6423029951696215
ENSG00000023287	1.6859195514367304
ENSG00000023318	1.6093232848451278
ENSG00000023330	5.288102454857907
ENSG00000023445	3.8038801316557014
ENSG00000023516	1.6985184283884465
ENSG00000023572	2.2533403506945624
ENSG00000023608	1.9038966481784871
ENSG00000023697	2.135880762047684
ENSG00000023734	2.4361688251138114
ENSG00000023839	12.76639873683626
ENSG00000023892	3.361092448110547
ENSG00000023902	3.413599163365786
ENSG00000023909	3.0043066836781
ENSG00000024048	1.444959810447085
ENSG00000024422	2.1012016306100176
ENSG00000024526	1.9814764889548824
ENSG00000024862	1.7485438004268128
ENSG00000025039	2.3700163784058796
ENSG00000025156	1.7256514070993267
ENSG00000025293	1.5763597339184692
ENSG00000025423	16.99518310940724
ENSG00000025434	4.539969882771783
ENSG00000025708	2.1125528577061683
ENSG00000025770	1.7919110756445966
ENSG00000025772	1.8655824868229973
ENSG00000025796	1.7377642978558985
ENSG00000025800	1.3716266241524906
ENSG00000026025	4.221369086259878
ENSG00000026103	2.4043600418437494
ENSG00000026297	1.754517389226173
ENSG00000026508	3.1634541897757247
ENSG00000026559	6.457720682769535
ENSG00000026652	3.256571096586459
ENSG00000026751	6.410177486519554
ENSG00000026950	1.7309476270317734
ENSG00000027001	3.554003585793992
ENSG00000027075	1.9612768599827768
ENSG00000027644	15.436564068542562
ENSG00000027697	1.4273851674233142
ENSG00000027847	1.5228002894129393
ENSG00000027869	3.4333379006984495
ENSG00000028116	1.7676277129227276
ENSG00000028137	3.154720433771296
ENSG00000028203	1.7971812095835873
ENSG00000028277	8.120805462523498
ENSG00000028310	1.44628258736133
ENSG00000028528	3.2998345611224353
ENSG00000028839	1.5834629872226438
ENSG00000029153	3.3182136757209917
ENSG00000029363	2.2753482471096973
ENSG00000029364	1.4967542096052422
ENSG00000029534	9.202509964532956
ENSG00000029559	4.029392238289501
ENSG00000029639	1.6609508149291075
ENSG00000029725	2.8395068595547803
ENSG00000029993	3.6107824230680396
ENSG00000030066	1.2562792785783365
ENSG00000030110	1.9635735691083522
ENSG00000030304	3.0838804733547938
ENSG00000030419	4.053700965005608
ENSG00000030582	1.9456583402146634
ENSG00000031003	1.989347420943865
ENSG00000031081	2.8583082360224235
ENSG00000031691	1.867522066700668
ENSG00000031698	1.5230177904732805
ENSG00000031823	1.4438151598616324
ENSG00000032219	2.5859683302007253
ENSG00000032389	1.3958989278597673
ENSG00000032444	1.695558088742747
ENSG00000032742	1.8484175840742059
ENSG00000033011	1.7432679944501046
ENSG00000033030	1.8983981880480387
ENSG00000033050	1.9488795164015436
ENSG00000033100	1.8830845316162697
ENSG00000033122	4.367503517476592
ENSG00000033170	2.16056234839601
ENSG00000033178	1.5616992077204603
ENSG00000033327	3.0617807854356376
ENSG00000033627	2.572710377723411
ENSG00000033800	2.05211774668813
ENSG00000033867	2.281640841601879
ENSG00000034053	7.24715061659544
ENSG00000034152	2.3169536502084758
ENSG00000034239	4.820672535328008
ENSG00000034510	1.845594121181206
ENSG00000034533	1.2079419085073553
ENSG00000034677	1.559893892950489
ENSG00000034693	1.6016242448728226
ENSG00000034713	2.3951046583379294
ENSG00000034971	3.6686945166329332
ENSG00000035115	1.7753603000148637
ENSG00000035141	1.6451376698485825
ENSG00000035403	1.7320501589068897
ENSG00000035499	2.572444631640367
ENSG00000035664	11.384336966887604
ENSG00000035681	3.1428750067703666
ENSG00000035687	1.6124682792584708
ENSG00000035720	7.477791348101846
ENSG00000035862	4.289698946820913
ENSG00000035928	1.3599337663224427
ENSG00000036054	2.217947059698642
ENSG00000036257	1.4286621167403828
ENSG00000036448	2.5126178636715246
ENSG00000036473	17.51370875757614
ENSG00000036530	8.629520285699646
ENSG00000036549	1.587609863143423
ENSG00000036565	19.9358458252083
ENSG00000036672	4.232823914730372
ENSG00000036828	8.464277471921879
ENSG00000037042	2.6879306778187737
ENSG00000037241	1.6818463102829204
ENSG00000037280	2.9277933985569344
ENSG00000037474	1.450752108015369
ENSG00000037637	1.4215726634863857
ENSG00000037749	1.6963772798067993
ENSG00000037757	1.9421706535924188
ENSG00000037897	1.7437951744295561
ENSG00000037965	5.342608726500115
ENSG00000038002	1.700765098902136
ENSG00000038210	2.0664665388303223
ENSG00000038219	1.8105231030868179
ENSG00000038274	2.0666235778722046
ENSG00000038295	4.556551706534109
ENSG00000038358	1.7015349329331504
ENSG00000038382	1.9276719954451795
ENSG00000038427	3.8219522946829687
ENSG00000038532	1.4602984221662811
ENSG00000038945	3.585464410897572
ENSG00000039068	2.380137214309854
ENSG00000039123	1.4156220860854087
ENSG00000039139	5.6323821818078805
ENSG00000039319	2.4635572455456214
ENSG00000039523	1.8237346626329336
ENSG00000039537	17.802986111166675
ENSG00000039560	2.344120833161971
ENSG00000039600	2.196708955234859
ENSG00000039650	1.6606849906477916
ENSG00000039987	11.373181790831433
ENSG00000040199	1.9782525772556936
ENSG00000040275	1.790172017963488
ENSG00000040341	1.5037002947852869
ENSG00000040487	2.04636449761487
ENSG00000040531	2.078053294149374
ENSG00000040608	2.2108821038035487
ENSG00000040633	1.9609746907896586
ENSG00000040731	12.17398919208796
ENSG00000040933	2.092415171801945
ENSG00000041353	3.3916102179183594
ENSG00000041357	1.875115405975319
ENSG00000041515	8.265525431101688
ENSG00000041802	1.4816128292227684
ENSG00000041880	1.4898943810681817
ENSG00000041982	3.5761430209827734
ENSG00000041988	1.8102829760452794
ENSG00000042062	4.089585713956133
ENSG00000042088	2.2457654446155626
ENSG00000042286	2.8362535438468313
ENSG00000042304	3.3596767554390103
ENSG00000042317	1.9926276186826626
ENSG00000042429	3.715723217970288
ENSG00000042445	3.1017279428040627
ENSG00000042493	2.4827553317876925
ENSG00000042753	1.804594170902754
ENSG00000042781	9.027879155611519
ENSG00000042813	4.479215555996164
ENSG00000042832	20.936829383244913
ENSG00000042980	3.7253995944041747
ENSG00000043039	2.8634190699670343
ENSG00000043093	1.4907289126508756
ENSG00000043143	1.8654633893796928
ENSG00000043355	2.5816573857487946
ENSG00000043462	3.7887773664824818
ENSG00000043514	1.9800570760491107
ENSG00000043591	9.861028308876396
ENSG00000044012	10.546508933253536
ENSG00000044090	1.9822152952650036
ENSG00000044115	1.3612906486802772
ENSG00000044446	2.0746615388405005
ENSG00000044459	1.6742329277799124
ENSG00000044524	3.4345188740899735
ENSG00000044574	1.8781109548468684
ENSG00000046604	2.5245151737242595
ENSG00000046647	1.46954931152598
ENSG00000046651	1.6670457555192495
ENSG00000046653	14.850239150588543
ENSG00000046774	10.980781479551466
ENSG00000046889	3.4345987765540476
ENSG00000047056	1.7543913296947145
ENSG00000047188	1.5089360696136485
ENSG00000047230	1.9620962737677459
ENSG00000047249	1.6965465685911365
ENSG00000047315	1.3643221861541261
ENSG00000047346	2.2405535667326255
ENSG00000047365	2.9224888262870836
ENSG00000047410	1.5166427984241846
ENSG00000047457	9.74834807571934
ENSG00000047578	1.660115844126131
ENSG00000047579	2.6858680356095066
ENSG00000047597	3.5490844376626924
ENSG00000047617	5.116215053366958
ENSG00000047621	2.022361650014506
ENSG00000047634	2.653195654457085
ENSG00000047644	1.7603989828249167
ENSG00000047648	7.658904477341601
ENSG00000047662	4.790527906004198
ENSG00000047849	2.2414543917866565
ENSG00000047932	1.287137135257826
ENSG00000047936	16.367028316381067
ENSG00000048028	3.4572017873282705
ENSG00000048052	2.2052460588475817
ENSG00000048140	1.813213826055661
ENSG00000048162	1.7779582720193674
ENSG00000048342	2.45717555972709
ENSG00000048392	2.283236198532447
ENSG00000048405	2.6543097266980564
ENSG00000048462	8.689304186577086
ENSG00000048471	2.7863918206765828
ENSG00000048540	9.387638291085818
ENSG00000048544	1.5142603485631845
ENSG00000048545	4.237251027640132
ENSG00000048649	1.6481162609964866
ENSG00000048707	2.376859361082673
ENSG00000048740	4.140017298802747
ENSG00000048828	1.7386873234885807
ENSG00000048991	1.3679257490325816
ENSG00000049089	6.2880195553586375
ENSG00000049130	2.606424408616473
ENSG00000049167	1.3223622064138512
ENSG00000049192	2.5568262433579836
ENSG00000049239	2.957854850818512
ENSG00000049245	1.7314039749764196
ENSG00000049246	2.3959738362912755
ENSG00000049247	6.968979136725881
ENSG00000049249	6.210285893468631
ENSG00000049283	3.372625152048769
ENSG00000049323	1.854929577129969
ENSG00000049449	2.2103280999753085
ENSG00000049540	3.6593152566734206
ENSG00000049541	2.085330317518319
ENSG00000049618	1.8672736899848745
ENSG00000049656	1.4919397869597457
ENSG00000049759	5.016846402321795
ENSG00000049768	2.838632411098087
ENSG00000049769	3.9030176698401817
ENSG00000049860	1.9858069966474048
ENSG00000049883	1.4267421956290367
ENSG00000050030	5.0661955710687225
ENSG00000050130	1.798257208398618
ENSG00000050165	6.491822891754854
ENSG00000050327	2.0790991085263877
ENSG00000050344	3.713148237601156
ENSG00000050393	1.5273603807738527
ENSG00000050405	1.9348727640834154
ENSG00000050426	1.5820683392043204
ENSG00000050438	6.0232725669499
ENSG00000050555	3.1911464416982738
ENSG00000050628	8.271430277728031
ENSG00000050730	4.258550819612832
ENSG00000050748	1.7250073793020182
ENSG00000050767	6.548452247751077
ENSG00000050820	1.5642544393691968
ENSG00000051009	1.607785021466042
ENSG00000051108	2.6076078364982838
ENSG00000051128	2.202378280016687
ENSG00000051180	4.045954938851608
ENSG00000051341	2.075289934577635
ENSG00000051382	2.0453049631365694
ENSG00000051523	2.7732398940669305
ENSG00000051596	1.8188441306661935
ENSG00000051620	2.642254918876293
ENSG00000051825	2.84510874727044
ENSG00000052126	2.1942434854411794
ENSG00000052344	2.836328516718868
ENSG00000052723	1.3955024250708437
ENSG00000052749	2.5116656134037587
ENSG00000052795	2.270887431476106
ENSG00000052802	5.016305447660859
ENSG00000052841	1.384800325047315
ENSG00000052850	5.487499802076249
ENSG00000053108	3.7243938905169514
ENSG00000053254	1.923122061203965
ENSG00000053328	3.3972140569288993
ENSG00000053371	1.6439892013260715
ENSG00000053372	1.7178181342806373
ENSG00000053438	5.146068757455096
ENSG00000053501	1.8266506513319212
ENSG00000053524	5.273819303745901
ENSG00000053702	2.8721504687714567
ENSG00000053747	3.6810748912544624
ENSG00000053770	1.3105234082588133
ENSG00000053900	2.1122150916242113
ENSG00000053918	3.881023496630094
ENSG00000054116	1.343055943033909
ENSG00000054118	1.407444100205639
ENSG00000054148	1.7382780064019854
ENSG00000054179	2.870639366825663
ENSG00000054219	3.9630020865428572
ENSG00000054267	1.8786625019543273
ENSG00000054277	2.7842360199514053
ENSG00000054282	2.059056302028722
ENSG00000054356	15.7060727080563
ENSG00000054392	2.038662662233189
ENSG00000054523	4.047591510013396
ENSG00000054598	5.003249098732132
ENSG00000054611	1.9487147447084212
ENSG00000054654	2.5639127134102404
ENSG00000054690	3.496590073822035
ENSG00000054793	2.6152815879281768
ENSG00000054796	3.3304968675347513
ENSG00000054803	6.45393877336078
ENSG00000054938	5.94424543907032
ENSG00000054965	3.974295387185057
ENSG00000054967	7.033686799191754
ENSG00000054983	2.536915545352474
ENSG00000055044	1.9135971697692187
ENSG00000055070	1.55132487267117
ENSG00000055118	8.232632608349917
ENSG00000055130	1.441886295549112
ENSG00000055147	1.405232951481888
ENSG00000055163	2.74108906422458
ENSG00000055208	1.7199730443494
ENSG00000055211	2.0467182064315623
ENSG00000055332	1.5158504273045736
ENSG00000055483	2.068467065462969
ENSG00000055609	2.4818263800332994
ENSG00000055732	6.166745029924295
ENSG00000055813	5.584034379406679
ENSG00000055917	1.3420924034219686
ENSG00000055950	1.7691167190911041
ENSG00000055955	17.35256616829442
ENSG00000055957	20.85208293511739
ENSG00000056050	1.7830663853814228
ENSG00000056097	1.4728866741758007
ENSG00000056277	1.6315939010163383
ENSG00000056291	4.861283741505855
ENSG00000056487	5.733568504736504
ENSG00000056558	4.941303018983558
ENSG00000056586	1.4480029327341426
ENSG00000056736	4.438731776294022
ENSG00000056972	1.851160228667951
ENSG00000056998	7.902666182179294
ENSG00000057019	2.5638451041746677
ENSG00000057149	7.011736291540329
ENSG00000057252	2.875142296549291
ENSG00000057294	3.3928341508895006
ENSG00000057468	1.7327254185357754
ENSG00000057593	19.219670547670816
ENSG00000057608	1.7729632109235816
ENSG00000057657	2.600561886438235
ENSG00000057663	1.8525631732477261
ENSG00000057704	2.6219309031856812
ENSG00000057757	3.4453980575446117
ENSG00000057935	2.5611081724902376
ENSG00000058056	2.4223385503028676
ENSG00000058063	2.015214656491876
ENSG00000058085	3.80142818918647
ENSG00000058091	2.4176283727286156
ENSG00000058262	1.6023371625473573
ENSG00000058272	1.4148842649558346
ENSG00000058335	4.546483929210711
ENSG00000058404	8.989860147744926
ENSG00000058453	1.8466805990099728
ENSG00000058600	1.3771678439804118
ENSG00000058668	2.0961632686991587
ENSG00000058673	6.1723627095936395
ENSG00000058729	1.4009982987431007
ENSG00000058799	2.7013656997858346
ENSG00000058804	1.9088310437277238
ENSG00000058866	5.046962321920809
ENSG00000059122	2.207164690264807
ENSG00000059145	1.9488956463571872
ENSG00000059377	2.903500214540421
ENSG00000059378	1.3934246791200733
ENSG00000059573	1.9160717780415297
ENSG00000059588	1.7537315445879733
ENSG00000059691	1.8252085636239899
