Gene	CV	Exp_Sum
ENSG00000000003	1.27125745602596	750955.3786
ENSG00000000005	21.484908188963	50438.3739
ENSG00000000419	0.628746378683247	1982913.1226
ENSG00000000457	0.518304239481349	158847.547
ENSG00000000460	0.911985433450386	114878.127
ENSG00000000938	3.27183991304994	1076987.6961
ENSG00000000971	3.63946462137261	957101.8255
ENSG00000001036	0.808041661963089	1038418.9792
ENSG00000001084	1.60001365150096	441466.4898
ENSG00000001167	0.60329216547564	706349.8542
ENSG00000001460	0.861943658861411	83191.1369
ENSG00000001461	1.10068402868703	394745.3644
ENSG00000001497	0.506813377100061	296583.6696
ENSG00000001561	0.940864269415487	430015.1666
ENSG00000001617	1.39930621744919	793200.6946
ENSG00000001626	4.32629420379255	192704.7284
ENSG00000001629	0.674945755403466	653528.4959
ENSG00000001630	1.20534362476714	59931.2383
ENSG00000001631	0.591910282845419	84038.7999
ENSG00000002016	0.563688838237069	204585.6549
ENSG00000002330	0.862803007089811	404551.7329
ENSG00000002549	0.867008989282892	1964479.2503
ENSG00000002586	1.18440390026828	3259003.9995
ENSG00000002587	2.09947080974372	115400.8081
ENSG00000002726	4.08685849988804	828017.9361
ENSG00000002745	8.29547162665445	23586.6493
ENSG00000002746	3.30426178390128	13166.3018
ENSG00000002822	2.37684746854159	18643.6212
ENSG00000002834	0.85473527161215	2172969.1254
ENSG00000002919	0.749952018903118	474369.7988
ENSG00000002933	2.83683026473091	1892039.1439
ENSG00000003056	0.579250535810138	1349610.9823
ENSG00000003096	1.90092902066214	107401.6224
ENSG00000003137	2.65429817400528	98543.6344
ENSG00000003147	1.18771662898445	376788.07
ENSG00000003249	1.70937132907239	355743.1881
ENSG00000003393	0.63830928357907	230509.4491
ENSG00000003400	1.36096519806192	358135.7964
ENSG00000003402	0.940054312560656	526480.3502
ENSG00000003436	2.12063099129485	356250.5541
ENSG00000003509	0.438088860672227	269481.021
ENSG00000003756	0.574446385305648	629725.2791
ENSG00000003987	1.66236414275278	42999.2352
ENSG00000003989	2.79955517533897	577642.2486
ENSG00000004059	0.733186769398719	3045178.7261
ENSG00000004139	0.841241775138918	45253.847
ENSG00000004142	0.744481004203947	2747000.9688
ENSG00000004399	0.928572397426024	1066379.6134
ENSG00000004455	0.606945645738346	1009902.3539
ENSG00000004468	2.07611111322737	564702.8251
ENSG00000004478	1.1015916313169	1641744.2033
ENSG00000004487	0.562794983579813	1340986.2399
ENSG00000004534	0.739644251135792	926960.642
ENSG00000004660	1.17857140955697	145536.6389
ENSG00000004700	0.721859412172239	421956.4969
ENSG00000004766	0.604945973561635	194875.5539
ENSG00000004776	6.83109319664081	377149.3497
ENSG00000004777	1.34302948447981	255865.1342
ENSG00000004779	0.819576947805084	2149765.1282
ENSG00000004799	3.25143327936665	1792371.3659
ENSG00000004809	2.2797075437307	66919.4023
ENSG00000004838	3.47213195535651	115897.4852
ENSG00000004846	8.51225781375663	29226.6888
ENSG00000004848	6.22908386376641	38580.0116
ENSG00000004864	1.02553706584365	724160.9378
ENSG00000004866	0.75425951450834	263238.1404
ENSG00000004897	0.513163028668691	741211.7155
ENSG00000004939	5.59605357548757	1569722.3663
ENSG00000004948	6.34677895630871	11059.9424
ENSG00000004961	0.750232006606861	641895.0998
ENSG00000004975	0.576924098412584	496805.1207
ENSG00000005001	2.40198470510247	399751.8859
ENSG00000005007	0.498354270018669	1126927.8489
ENSG00000005020	0.950765568915043	656984.6798
ENSG00000005022	0.978068463050148	11702199.764
ENSG00000005059	0.952553937495968	390452.7498
ENSG00000005073	2.9739434774632	123191.4761
ENSG00000005075	0.890399919951639	1914578.6597
ENSG00000005100	0.681481292862138	335427.3556
ENSG00000005102	4.49926891852907	115621.2967
ENSG00000005108	2.45556297211882	86828.6201
ENSG00000005156	0.666190453037577	248457.2847
ENSG00000005175	0.520730933178881	394465.717
ENSG00000005187	2.32557602233521	186195.4601
ENSG00000005189	0.974396445632879	145541.2456
ENSG00000005194	0.618902990712079	852270.2243
ENSG00000005206	0.694895603390041	488830.4093
ENSG00000005238	0.974697459819137	337800.7764
ENSG00000005243	1.52710957145636	481042.7351
ENSG00000005249	2.16249704252935	450651.3696
ENSG00000005302	0.775702551587883	298099.1579
ENSG00000005339	0.823058401221616	765763.0283
ENSG00000005379	1.68952369436757	299647.331
ENSG00000005381	4.20679681902669	14424547.0468
ENSG00000005421	8.55877204044985	342206.6933
ENSG00000005436	0.486085817164214	224471.665
ENSG00000005448	0.98641418660283	421461.5295
ENSG00000005469	1.18137647440271	328710.9659
ENSG00000005471	5.81588441048438	73347.4244
ENSG00000005483	0.987750631162547	1051339.1858
ENSG00000005486	1.02962242332706	3021361.9486
ENSG00000005513	6.09121473303964	405557.9754
ENSG00000005700	0.505022683862574	544721.5342
ENSG00000005801	0.531535735745432	189685.5761
ENSG00000005810	0.876409280587356	583115.2451
ENSG00000005812	0.563037936753635	448687.6513
ENSG00000005844	1.60423591356245	419358.4405
ENSG00000005882	0.924493055400311	291726.7302
ENSG00000005884	1.76478529352496	1505325.4009
ENSG00000005889	0.632812090488187	438966.3292
ENSG00000005893	0.670201280194615	1731975.9406
ENSG00000005961	6.5741224156233	222576.7618
ENSG00000005981	11.1440398674333	24784.0994
ENSG00000006007	0.596848975711569	1073720.3618
ENSG00000006015	1.05923780957317	634468.4375
ENSG00000006016	6.50007561856089	339211.5063
ENSG00000006025	0.763310015386722	225140.0993
ENSG00000006042	1.30860018627471	632283.3124
ENSG00000006047	2.19955393722524	69488.5963
ENSG00000006059	28.3080053595365	10642.6226
ENSG00000006062	1.2697318178274	261404.1397
ENSG00000006071	7.00658577540317	27257.3019
ENSG00000006116	10.8114036445227	20762.219
ENSG00000006118	1.58064957647888	525774.8313
ENSG00000006125	0.6294495057515	2329481.7557
ENSG00000006128	25.0169061526061	67814.0564
ENSG00000006194	0.418984823141563	371415.4683
ENSG00000006210	1.77212120254933	651961.43
ENSG00000006282	0.876739629094757	846762.4148
ENSG00000006283	4.23508674153531	19396.9856
ENSG00000006327	1.54944835257792	2096428.7471
ENSG00000006377	3.95869812648509	48845.4898
ENSG00000006432	1.06834737679351	94011.9336
ENSG00000006451	0.676028430537526	1191523.9268
ENSG00000006453	1.29933860165696	511153.9114
ENSG00000006459	0.849578639062613	385392.5701
ENSG00000006468	3.1379466381935	238416.3803
ENSG00000006530	0.40137407443437	192170.9882
ENSG00000006534	1.36735136454143	432243.5844
ENSG00000006555	1.84798140177765	171826.1723
ENSG00000006576	0.681040782691064	269787.4448
ENSG00000006606	6.86767693094418	62901.0768
ENSG00000006607	0.909124951160251	206291.3234
ENSG00000006611	2.59709340234491	317996.3405
ENSG00000006625	1.09023836570195	917635.1584
ENSG00000006634	0.979424817681451	316678.3192
ENSG00000006638	1.90703683163419	99225.2623
ENSG00000006652	1.48233168868014	203813.7634
ENSG00000006659	74.9314720640642	17072.0855
ENSG00000006695	0.51723709526804	172034.6108
ENSG00000006704	0.941421606775958	350078.9826
ENSG00000006712	0.664619512424511	1734352.5653
ENSG00000006715	0.480055316772018	600780.5933
ENSG00000006740	1.40503586946013	78434.6235
ENSG00000006744	0.534501303421849	711952.0274
ENSG00000006747	3.39312684755393	134613.6479
ENSG00000006756	0.898943397440407	577791.0343
ENSG00000006757	0.927253112394473	364333.9211
ENSG00000006788	8.46977720539362	6300.0993
ENSG00000006831	0.91813193847922	1177310.0075
ENSG00000006837	0.940878655810846	16295.0963
ENSG00000007001	7.66369038532442	34275.6208
ENSG00000007038	2.65300773584933	291262.7243
ENSG00000007047	0.644998473779759	439717.3459
ENSG00000007062	2.15543264868268	415417.7363
ENSG00000007080	0.886288153519526	2069642.5136
