Gene	CV	Exp_Sum
ENSG00000008838	0.60792944049117	716887.9983
ENSG00000008853	1.24658863010683	323936.8381
ENSG00000008869	0.441596990836143	328241.7497
ENSG00000008952	0.515600740349026	1011895.1321
ENSG00000008988	0.483877744878784	11710094.7714
ENSG00000009307	1.03247051866469	5939820.1826
ENSG00000009335	0.543021944568247	726102.5817
ENSG00000009413	0.961837843318084	240615.1076
ENSG00000009694	2.0475977953024	70288.8751
ENSG00000009709	3.74608325554073	10026.131
ENSG00000009724	4.24634217651075	142428.2894
ENSG00000009765	5.23522381399937	260716.7331
ENSG00000009780	0.301892752237016	170097.4562
ENSG00000009790	2.97914589370861	276682.6314
ENSG00000009830	0.579231044171539	203621.0763
ENSG00000009844	0.588758560666979	244768.1375
ENSG00000009950	4.60206189763768	441698.864
ENSG00000009954	0.37773097603317	782388.9556
ENSG00000010017	0.678217350416091	875725.054
ENSG00000010030	1.64900511459173	83140.1897
ENSG00000010072	0.533809421256233	105728.7952
ENSG00000010165	0.48768140830172	367093.0295
ENSG00000010219	0.628506233045259	122112.3132
ENSG00000010244	0.364872960356444	576804.7712
ENSG00000010256	1.17487951549739	3857339.2358
ENSG00000010270	0.466099843889477	668786.446
ENSG00000010278	1.01140650017088	3153976.1278
ENSG00000010282	2.83286005040209	472038.408
ENSG00000010292	0.735100507230969	504578.6648
ENSG00000010295	0.656969769314463	342532.2202
ENSG00000010310	1.47990941528207	60339.7972
ENSG00000010318	6.26898827086826	571658.718
ENSG00000010319	2.00070976155633	193778.2076
ENSG00000010322	0.674675901651324	943203.9673
ENSG00000010327	1.27910698341374	935315.8271
ENSG00000010361	0.642327362928217	325306.9679
ENSG00000010379	3.25839496347741	95339.5439
ENSG00000010404	3.56138751081882	453638.4707
ENSG00000010438	10.1119420727985	1949224.8936
ENSG00000010539	0.822378169661008	102136.3329
ENSG00000010610	1.61029772124452	573162.8572
ENSG00000010626	0.803469611087519	202480.2466
ENSG00000010671	2.59743131055432	284328.3987
ENSG00000010704	0.887152078639194	85305.7325
ENSG00000010803	0.546415931762238	545998.3378
ENSG00000010810	0.855821330622647	630314.4233
ENSG00000010818	0.715195630731695	249900.7839
ENSG00000010932	2.29230475947669	71629.6702
ENSG00000011007	0.425346446947969	503102.8866
ENSG00000011009	0.711831038527069	1127334.5331
ENSG00000011021	0.445727436171339	276820.058
ENSG00000011028	1.3006422674847	737642.5502
ENSG00000011083	4.608513198935	22744.7842
ENSG00000011105	1.48471019595127	441574.0976
ENSG00000011114	0.383366141220704	202137.8508
ENSG00000011132	0.456056700203113	348546.697
ENSG00000011143	0.365936554360359	199295.0097
ENSG00000011198	1.54544735368288	581454.0297
ENSG00000011201	1.7246841482823	112835.3945
ENSG00000011243	0.495142923693362	986103.0267
ENSG00000011258	0.483630019678148	212691.9683
ENSG00000011260	0.408437229686318	750070.7995
ENSG00000011275	0.42894403659416	443022.7714
ENSG00000011295	0.394561239616416	632139.2438
ENSG00000011304	0.423387069922928	2704903.0473
ENSG00000011332	2.29754450071168	52613.7908
ENSG00000011347	2.24944168846183	303844.7187
ENSG00000011376	0.567074907187662	230489.1355
ENSG00000011405	0.475141081981373	398179.8937
ENSG00000011422	3.43194771194135	743686.9647
ENSG00000011426	2.67670685503235	329248.1822
ENSG00000011451	0.387444933162796	411292.1247
ENSG00000011454	0.517094111955821	601928.6554
ENSG00000011465	1.42738742938294	1688930.0355
ENSG00000011478	0.510297598641575	247711.9976
ENSG00000011485	0.448847305451868	988125.2401
ENSG00000011523	0.603526093683906	247509.9271
ENSG00000011566	0.497298490259968	399606.1329
ENSG00000011590	4.90086381188056	49562.2101
ENSG00000011600	3.9575259305846	6647376.9129
ENSG00000011638	0.945884155116502	610936.8579
ENSG00000011677	3.28682221719406	35764.798
ENSG00000012048	1.00337525466971	78766.0982
ENSG00000012061	0.465595002010246	610644.983
ENSG00000012124	2.77380616241493	276324.5477
ENSG00000012171	1.89267422990456	661020.9341
ENSG00000012174	0.567483879310423	120316.7504
ENSG00000012211	0.72494846376968	194219.2961
ENSG00000012223	5.47626381093068	2513396.1668
ENSG00000012232	0.772418007478712	343748.9793
ENSG00000012504	5.15915950639886	68374.56
ENSG00000012660	0.890091318345261	1376290.6839
ENSG00000012779	4.06900729482467	1058052.3199
ENSG00000012817	1.02632950394059	352186.2986
ENSG00000012822	0.517987873267635	865446.9418
ENSG00000012963	0.381066932762735	466752.2299
ENSG00000012983	0.416233477754183	559503.3423
ENSG00000013016	1.38374576002402	274644.9082
ENSG00000013275	0.516507762630176	2130046.2785
ENSG00000013288	0.50311469960236	375771.1233
ENSG00000013293	2.58583336745184	20634.9573
ENSG00000013297	3.2136862166474	136815.522
ENSG00000013306	4.6528115621546	4351197.01
ENSG00000013364	1.11993436990504	1920235.4964
ENSG00000013374	0.319507403337909	664649.8782
ENSG00000013375	0.764423991203419	283232.7841
ENSG00000013392	0.720773869106092	110702.3884
ENSG00000013441	0.60725888033251	2677619.0078
ENSG00000013503	0.579343553697196	121274.8902
ENSG00000013523	0.546915373664213	245194.4895
ENSG00000013561	0.493291879059727	439192.6694
ENSG00000013563	1.17159661574423	281334.872
ENSG00000013573	0.676737430084238	259746.0183
ENSG00000013583	0.586030039062769	583890.3165
ENSG00000013588	2.52242083983883	597093.4941
ENSG00000013619	1.00306631255907	99397.1597
ENSG00000013725	3.12778647544566	161669.4247
ENSG00000013810	2.31796581836588	712965.3361
ENSG00000014123	0.440238060323601	446824.4715
ENSG00000014138	0.865023688624026	88745.5739
ENSG00000014164	1.06961198074891	472428.5145
ENSG00000014216	0.802024144654582	2275090.3796
ENSG00000014257	8.33113218093834	580830.8721
ENSG00000014641	1.31988954517593	2534588.4276
ENSG00000014824	0.454794962411826	471831.6884
ENSG00000014914	1.47416931293203	352002.581
ENSG00000014919	0.474590433549675	359447.0337
ENSG00000015133	1.17740906264384	260398.4986
ENSG00000015153	0.817567655848383	128841.9466
ENSG00000015171	0.504182194027548	838319.5029
ENSG00000015285	4.08027819644084	951486.3118
ENSG00000015413	5.85653093699296	437761.4995
ENSG00000015475	1.27288240216906	594969.8151
ENSG00000015479	1.35552600675667	257828.7124
ENSG00000015520	5.71716503351474	32946.6172
ENSG00000015532	1.12574547403281	365466.3729
ENSG00000015568	1.56046596561303	859.9612
ENSG00000015592	3.34404087694362	191718.8673
ENSG00000015676	0.52936230113496	470307.6932
ENSG00000016082	3.18132003876811	39136.653
ENSG00000016391	1.66847866923971	164094.8084
ENSG00000016402	2.39790972315855	96139.4132
ENSG00000016490	7.7642409827017	279339.053
ENSG00000016602	6.85950128470597	377473.2247
ENSG00000016864	0.42255645360684	712867.2376
ENSG00000017260	0.430688186627096	716998.8831
ENSG00000017427	2.03216271524309	160517.3158
ENSG00000017483	2.39083463114877	433379.5848
ENSG00000017797	0.611300269856385	517390.5819
ENSG00000018189	0.716765662468154	412562.1165
ENSG00000018236	2.02108808655242	220154.4362
ENSG00000018280	5.23411747278947	1190122.3668
ENSG00000018408	1.08834040490745	470746.6481
ENSG00000018510	0.498137734991032	272828.6977
ENSG00000018610	0.287764248427963	349602.2065
ENSG00000018625	2.3117750120633	1250690.4779
ENSG00000018699	0.44960765813336	265957.6284
ENSG00000018869	0.555386796225871	36006.2202
ENSG00000019102	4.02990099592052	414233.9464
ENSG00000019144	0.87529477439239	518709.5123
ENSG00000019169	2.92585509098067	361422.7705
ENSG00000019186	4.94914649625795	41511.4453
ENSG00000019485	0.625530323633362	67855.6686
ENSG00000019505	2.63048123283568	153376.8405
ENSG00000019549	2.23407459489909	414067.9954
ENSG00000019582	1.29046603622581	26188032.5354
ENSG00000019991	1.56731244819677	107246.7592
ENSG00000019995	0.987266096668585	536289.98
ENSG00000020129	3.48908706565204	971629.3815
ENSG00000020181	1.10208880083818	326734.7543
ENSG00000020256	0.468242812845944	99932.1558
ENSG00000020426	0.748340410416401	204690.0078
ENSG00000020577	1.22747497421149	238857.2888
ENSG00000020633	3.25272539634836	361062.7528
ENSG00000020922	0.418757403059818	199299.914
ENSG00000021300	3.29492029038292	1153756.9332
ENSG00000021355	2.43716911123213	2808220.6677
ENSG00000021461	7.58331862106571	11163.8463
ENSG00000021488	9.62762793841993	45628.392
ENSG00000021574	0.565937241705954	236631.4365
ENSG00000021645	2.11836058956679	43816.3741
ENSG00000021762	0.646244881413211	315534.6649
ENSG00000021776	0.31444505444837	234565.8248
ENSG00000021826	7.93281677557757	277030.1251
ENSG00000021852	9.10658921762026	186113.7566
ENSG00000022267	2.63632764271025	3247766.4372
ENSG00000022277	0.763613942409429	1431137.8999
ENSG00000022355	3.57573582549737	24948.9892
ENSG00000022556	1.83818748144793	94545.1356
ENSG00000022567	1.50315060073196	180634.5047
ENSG00000022840	1.75671391221582	2413901.3246
ENSG00000022976	0.519973061968597	122976.4161
ENSG00000023041	0.299179794971927	471463.9171
ENSG00000023171	3.2381884487728	109548.3296
ENSG00000023191	0.48389362278684	1349905.8745
ENSG00000023228	1.17921495768554	493358.0463
ENSG00000023287	0.793842201970654	586872.7891
ENSG00000023318	0.47106891687053	662309.1404
ENSG00000023330	2.06024442053713	1287082.1984
ENSG00000023445	1.57878756742396	316470.1318
ENSG00000023516	0.600500658108789	355446.515
ENSG00000023572	0.639901934623381	410720.474
ENSG00000023608	0.796910313277133	150481.527
ENSG00000023697	0.557203451784249	451835.8521
ENSG00000023734	0.496755181947473	2677265.5039
ENSG00000023839	5.08844773648873	71091.2295
ENSG00000023892	2.21125848490286	740300.5686
ENSG00000023902	1.05544275986119	956017.8664
ENSG00000023909	1.05725107093922	233555.8948
ENSG00000024048	0.701653296125524	438030.8511
ENSG00000024422	1.06118712912873	1410153.3226
ENSG00000024526	2.59070708494725	42620.9632
ENSG00000024862	0.61541140619598	766237.4395
ENSG00000025039	1.33715754647101	413748.5114
ENSG00000025156	0.898218543103891	370027.5577
ENSG00000025293	0.635249731829466	336549.7062
ENSG00000025423	5.06607478547994	374558.8793
ENSG00000025434	1.04358068915763	314005.0352
ENSG00000025708	2.11936117491191	2586949.1241
ENSG00000025770	0.345264867796691	787429.0521
ENSG00000025772	0.84838656572447	819381.5798
ENSG00000025796	0.414453634430109	754604.8381
ENSG00000025800	0.480561468944185	622718.8799
ENSG00000026025	1.04280361209708	11439536.9766
ENSG00000026103	0.942979542247884	276255.1677
ENSG00000026297	2.52532586751331	880077.3185
ENSG00000026508	1.18616259010555	2150658.4024
ENSG00000026559	2.66631008022888	35706.8281
ENSG00000026652	1.46823172404776	134713.7826
ENSG00000026751	3.15908799850636	326228.5765
ENSG00000026950	1.09439563894348	497369.3802
ENSG00000027001	0.839357169437682	251720.4205
ENSG00000027075	1.0821684104967	221479.6149
ENSG00000027644	2.48762381150628	11361.1342
ENSG00000027697	1.30816404033437	2078752.4778
ENSG00000027847	0.421067442497473	538526.2389
ENSG00000027869	4.58606956529737	146733.1537
ENSG00000028116	0.569161859962487	194004.1288
ENSG00000028137	3.51145681542624	1620831.1554
ENSG00000028203	0.512933013041749	380901.0233
ENSG00000028277	2.05660868837938	134337.5385
ENSG00000028310	0.240465699055979	446778.5737
ENSG00000028528	0.461827160308398	692237.4561
ENSG00000028839	0.769196119375525	201884.7731
ENSG00000029153	1.71596421790288	113469.2842
ENSG00000029363	0.378324007599177	862560.9974
ENSG00000029364	0.382019957118754	542107.1385
ENSG00000029534	3.1275959972877	256688.4562
ENSG00000029559	8.64104918742531	26050.3691
ENSG00000029639	0.583588468292239	162996.4652
ENSG00000029725	0.679269025143527	547472.669
ENSG00000029993	1.24739231112122	396153.6371
ENSG00000030066	0.369277019006838	351785.1917
ENSG00000030110	0.886079314655398	512646.9125
ENSG00000030304	3.24298134324597	15363.3069
ENSG00000030419	1.92192743191496	104488.5845
ENSG00000030582	1.25377786737039	5283902.6989
ENSG00000031003	0.598130389804148	384444.3032
ENSG00000031081	0.857724282048343	204508.9782
ENSG00000031691	0.694914767027817	139230.5817
ENSG00000031698	0.411755776330384	1556395.5705
ENSG00000031823	0.265699348300197	668563.1671
ENSG00000032219	0.561438283030124	255537.2999
ENSG00000032389	0.548714205210914	199415.0465
ENSG00000032444	0.850619848450664	663871.4739
ENSG00000032742	0.617458580170029	117837.8192
ENSG00000033011	0.579660418835116	247332.1882
ENSG00000033030	0.353184102326834	230918.5061
ENSG00000033050	0.867275844811429	309322.5681
ENSG00000033100	0.659098306272284	665713.8283
ENSG00000033122	2.15907108562566	23503.8823
ENSG00000033170	0.914690297837889	247100.1344
ENSG00000033178	0.484312044955491	255150.6297
ENSG00000033327	1.39092695181383	635412.6291
ENSG00000033627	0.789493759596324	912245.042
ENSG00000033800	0.723627453525681	366907.1123
ENSG00000033867	0.91285598126136	219424.4145
ENSG00000034053	1.9710715515148	225172.647
ENSG00000034152	1.7740146334602	1461706.5701
ENSG00000034239	3.30457436510862	18816.1386
ENSG00000034510	0.902614383499218	55283012.6795
ENSG00000034533	0.391458000093355	107164.993
ENSG00000034677	0.502088424053356	715669.5841
ENSG00000034693	0.585820171953094	268383.8484
ENSG00000034713	0.707507333868632	1453198.3224
ENSG00000034971	4.50397876641014	233764.7855
ENSG00000035115	0.870550620031745	187319.5584
ENSG00000035141	0.55670146010539	717891.3216
ENSG00000035403	0.978922438951428	1277455.7807
ENSG00000035499	1.73499333993138	58466.5965
ENSG00000035664	1.87696684480609	137261.3042
ENSG00000035681	0.463885823784009	464815.0753
ENSG00000035687	0.393984007637836	585944.0094
ENSG00000035720	2.90011581098094	76262.694
ENSG00000035862	0.996441571681085	2884244.2376
ENSG00000035928	0.361107719718056	454172.1652
ENSG00000036054	0.395059506317826	378960.604
ENSG00000036257	0.69251256229629	422641.7238
ENSG00000036448	6.23831980142971	224379.9128
ENSG00000036473	7.49164694797385	54674.3663
ENSG00000036530	3.79398341364405	46950.3775
ENSG00000036549	0.391884059443949	222643.4068
ENSG00000036565	4.25342045032507	10804.1798
ENSG00000036672	2.12439997766469	237899.0331
ENSG00000036828	9.07658742332507	8115.8583
ENSG00000037042	1.03129231414202	672666.6362
ENSG00000037241	0.579013696271668	499732.3777
ENSG00000037280	1.25319479559444	162909.4127
ENSG00000037474	0.425656014959082	865510.598
ENSG00000037637	0.476913267875374	225102.2471
ENSG00000037749	0.692537557345465	155516.0174
ENSG00000037757	0.415157508753229	300825.3563
ENSG00000037897	0.733811368989924	257395.6731
ENSG00000037965	2.30737798102946	81189.265
ENSG00000038002	0.538781915257782	371831.189
ENSG00000038210	0.697296237437611	312890.7049
ENSG00000038219	0.535947484703563	281367.8383
ENSG00000038274	0.425858649596585	790444.7947
ENSG00000038295	1.69389911262628	28172.6068
ENSG00000038358	0.380315507865765	596962.576
ENSG00000038382	0.776614879290443	407564.2996
ENSG00000038427	1.96153014690833	787578.4969
ENSG00000038532	0.396659776953673	247716.6579
ENSG00000038945	1.8737743110755	127562.7228
ENSG00000039068	1.71786180226152	1120207.5583
ENSG00000039123	0.415453597304681	465340.2439
ENSG00000039139	2.51566882864821	20264.7105
ENSG00000039319	0.687765021674855	261925.7029
ENSG00000039523	0.473307649442397	618287.7402
ENSG00000039537	5.27389517569651	189930.1509
ENSG00000039560	1.34337906496842	341361.0381
ENSG00000039600	7.06727382142591	29625.2733
ENSG00000039650	0.485007660164444	627547.4002
ENSG00000039987	8.14403551742614	30156.8633
ENSG00000040199	0.752026692883927	104221.6334
ENSG00000040275	1.12926689155379	115477.7252
ENSG00000040341	0.790585583873796	211745.2402
ENSG00000040487	0.47414079754408	294763.9487
ENSG00000040531	0.482894433038222	283771.4037
ENSG00000040608	2.12554712978451	111521.9245
ENSG00000040633	0.759585304018372	552481.6628
ENSG00000040731	2.81059337606775	36464.7675
ENSG00000040933	0.771740438936156	216449.6374
ENSG00000041353	1.57994530404293	111864.1035
ENSG00000041357	0.512039183596289	746053.0962
ENSG00000041515	1.88053413264999	14897.1756
ENSG00000041802	0.389563135506003	532863.9375
ENSG00000041880	0.553046966149548	378186.3043
ENSG00000041982	3.01853780328801	1069930.3529
ENSG00000041988	0.321320727425406	231482.9283
ENSG00000042062	1.32461956552657	181692.9331
ENSG00000042088	0.598433612524784	124795.459
ENSG00000042286	1.24182197865016	200987.1241
ENSG00000042304	3.45104364039377	693.0986
ENSG00000042317	0.860818765213367	116032.6671
ENSG00000042429	0.569075244481289	90317.588
ENSG00000042445	1.1729254837	980166.6309
ENSG00000042493	1.60435093381194	2258470.1062
ENSG00000042753	0.766541616030242	2248282.7049
ENSG00000042781	3.33110562721874	2916.6175
ENSG00000042813	12.2038837063496	6223.928
ENSG00000042832	5.40882259755494	6559526.4346
ENSG00000042980	1.87456387603646	99368.445
ENSG00000043039	3.27747918854746	268786.7674
ENSG00000043093	0.724482305898306	225926.5525
ENSG00000043143	0.512893905279443	369093.6475
ENSG00000043355	5.18474052114729	74920.0148
ENSG00000043462	2.76149664224004	535589.8801
ENSG00000043514	0.429764504845552	422931.5339
ENSG00000043591	2.20073063377543	78947.9116
ENSG00000044012	10.9186136850057	66582.6265
ENSG00000044090	0.535913042610113	347570.8653
ENSG00000044115	0.532689285980471	2367586.4831
ENSG00000044446	0.924650221882372	243222.0683
ENSG00000044459	0.654424866889166	56273.0142
ENSG00000044524	1.68414695622936	78256.5604
ENSG00000044574	1.0491122724971	7686574.5312
ENSG00000046604	1.80266905894117	462013.2591
ENSG00000046647	0.327381248651801	284167.2395
ENSG00000046651	0.460295418574403	388437.48
