Gene	geo_Z	gtex_Z	tcga_Z	geo_row_sums	gtex_row_sums	tcga_row_sums	geo_percentile	gtex_percentile	tcga_percentile	z_mean	percentile_mean
ENSG00000003096	-0.781092102219831	-0.723243017395393	-0.676198637433315	204	174	772	1.64595772147813	1.0010355540214	3.50606294563786	-0.781092102219831	1.64595772147813
ENSG00000003137	-0.71080724817388	-0.532733283053628	-0.690052388686284	477	1270	675	3.84863643698564	7.3064089287769	3.06553431127662	-0.71080724817388	3.84863643698564
ENSG00000003147	0.281934133515442	-0.169791380402529	0.00406339574079052	4333	3358	5535	34.9604647410037	19.3188355770337	25.1373813524683	0.281934133515442	34.9604647410037
ENSG00000003249	-0.432242368768318	-0.166662570896916	-0.174178682235545	1559	3376	4287	12.5786670969824	19.4223909791739	19.4695490258413	-0.432242368768318	12.5786670969824
ENSG00000003393	-0.309694418124097	-0.644675134254446	-0.593933062982699	2035	626	1348	16.4192351137647	3.60142676331838	6.12198555792724	-0.309694418124097	16.4192351137647
ENSG00000003400	-0.237092480977731	-0.432959024374638	-0.0904848860062718	2317	1844	4873	18.6945296111021	10.6086756414682	22.1308869612607	-0.237092480977731	18.6945296111021
ENSG00000003402	1.41936448214185	0.657952556582401	0.530791587709319	8751	8120	9223	70.60674519929	46.7149925209987	41.8865525228212	1.41936448214185	70.60674519929
ENSG00000003436	0.338059035281073	0.764505902523552	-0.136902093812609	4551	8733	4548	36.7193803453284	50.2416292716603	20.6548889595349	0.338059035281073	36.7193803453284
ENSG00000003509	1.23142329733033	-0.287121736863014	-0.635351494563739	8021	2683	1058	64.7167984508633	15.4355079967783	4.80494118715655	1.23142329733033	64.7167984508633
ENSG00000003756	1.55632983874421	2.22948404215165	0.923266932484134	9283	17161	11971	74.8991447474585	98.7285697848349	54.3666833189518	1.55632983874421	74.8991447474585
ENSG00000003987	-0.823829412738614	-0.749490252692479	-0.778459316785123	38	23	56	0.306599967726319	0.132320791623519	0.254325809528135	-0.823829412738614	0.306599967726319
ENSG00000003989	-0.117633974467397	0.0572211315047195	-0.0527798310497394	2781	4664	5137	22.4382765854446	26.8323553100909	23.3298514918934	-0.117633974467397	22.4382765854446
ENSG00000004059	1.8598677248987	2.26789886997056	2.32649483001418	10462	17382	21796	84.4118121671777	100	98.9872382942005	1.8598677248987	84.4118121671777
ENSG00000004139	-0.82872103261727	-0.753314353199339	-0.784743492611212	19	1	12	0.15329998386316	0.00575307789667472	0.0544983877560289	-0.82872103261727	0.15329998386316
ENSG00000004142	1.71801074841768	2.26755122446994	2.35148871114067	9911	17380	21971	79.966112635146	99.9884938442066	99.7820064489759	1.71801074841768	79.966112635146
ENSG00000004399	0.461121893280942	1.2663321826738	1.38572514441312	5029	11620	15209	40.5760852025173	66.8507651593603	69.0721649484536	0.461121893280942	40.5760852025173
ENSG00000004455	1.06948493397904	2.19871741534645	2.07070030945679	7392	16984	20005	59.6417621429724	97.7102749971235	90.8533539216131	1.06948493397904	59.6417621429724
ENSG00000004468	-0.522866063362364	-0.268001234328713	0.0790450391202584	1207	2793	6060	9.7385831854123	16.0683465654125	27.5216858167946	-0.522866063362364	9.7385831854123
ENSG00000004478	1.41292814019625	1.9054784355704	1.84147071398242	8726	15297	18400	70.4050346942069	88.0048325854332	83.5641945592443	1.41292814019625	70.4050346942069
ENSG00000004487	1.06536567513386	2.23296049715788	2.29136057425923	7376	17181	21550	59.5126674197192	98.8436313427684	97.8700213452019	1.06536567513386	59.5126674197192
ENSG00000004534	1.45798253381545	2.24026105267098	1.69779160304957	8901	17223	17394	71.8170082297886	99.0852606144287	78.9954130523639	1.45798253381545	71.8170082297886
ENSG00000004660	-0.482960743299645	-0.289033787116444	-0.69248036571	1362	2672	658	10.9891883169275	15.3722241399149	2.98832826195558	-0.482960743299645	10.9891883169275
ENSG00000004700	-0.0470916667436227	0.585816115202992	0.150027661519488	3055	7705	6557	24.6490237211554	44.3274651938787	29.7788273763568	-0.0470916667436227	24.6490237211554
ENSG00000004766	-0.786498629454135	-0.692476390590199	-0.714903447634907	183	351	501	1.47652089720833	2.01933034173283	2.27530768881421	-0.786498629454135	1.47652089720833
ENSG00000004776	-0.0154248643712714	0.522718456839798	-0.497385270745518	3178	7342	2024	25.6414394061643	42.2390979173858	9.19206140151687	-0.0154248643712714	25.6414394061643
ENSG00000004777	-0.793192425077559	-0.209249144723314	-0.287579491460873	157	3131	3493	1.2667419719219	18.0128868944885	15.8635723693174	-0.793192425077559	1.2667419719219
ENSG00000004779	2.07381173117044	2.18133514031527	2.12411580397855	11293	16884	20379	91.1166693561401	97.134967207456	92.5518870066761	2.07381173117044	91.1166693561401
ENSG00000004799	0.116391418674614	0.997254565191091	0.385827077175681	3690	10072	8208	29.7724705502663	57.9450005753078	37.2768972251238	0.116391418674614	29.7724705502663
ENSG00000004809	-0.797826591278391	-0.749142607191855	-0.62906731873765	139	25	1102	1.12151040826206	0.143826947416868	5.00476860892865	-0.797826591278391	1.12151040826206
ENSG00000004838	-0.808639645746998	-0.669531787549038	-0.660202553512362	97	483	884	0.782636759722446	2.77873662409389	4.01471456469413	-0.808639645746998	0.782636759722446
ENSG00000004846	-0.82872103261727	-0.753488175949651	-0.745753038053888	19	0	285	0.15329998386316	0	1.29433670920569	-0.82872103261727	0.15329998386316
ENSG00000004848	-0.829750847328566	-0.718375980386662	-0.747324082010411	15	202	274	0.121026303049863	1.16212173512829	1.24437985376266	-0.829750847328566	0.121026303049863
ENSG00000004864	0.172773774118069	0.00333607890805254	1.04837916029445	3909	4354	12847	31.5394545747943	25.0489011621217	58.3450656251419	0.172773774118069	31.5394545747943
ENSG00000004866	0.220402704515508	-0.605043547183349	-0.609215036014324	4094	854	1241	33.0321123124092	4.91312852376021	5.63604160043599	0.220402704515508	33.0321123124092
ENSG00000004897	0.718833024782761	0.253467016606775	1.57053704257127	6030	5793	16503	48.6525738260449	33.3275802554367	74.9489077614787	0.718833024782761	48.6525738260449
ENSG00000004939	0.00285434675423221	-0.584880108147177	-0.29229262333044	3249	970	3460	26.2142972406003	5.58048555977448	15.7137018029883	0.00285434675423221	26.2142972406003
ENSG00000004948	-0.83258283778463	-0.751923771196845	-0.77788802807366	4	9	60	0.0322736808132968	0.0517777010700725	0.272491938780144	-0.83258283778463	0.0322736808132968
ENSG00000004961	0.378221809021616	0.0695625467768594	0.901557961448555	4707	4735	11819	37.978053897047	27.2408238407548	53.6763704073755	0.378221809021616	37.978053897047
ENSG00000004975	0.427138007808175	2.03358580255022	0.411535069191499	4897	16034	8388	39.5110537356786	92.2448509952825	38.0943730414642	0.427138007808175	39.5110537356786
ENSG00000005001	-0.684804426713657	-0.389850982297305	-0.142614980927235	578	2092	4508	4.66354687752138	12.0354389598435	20.4732276670149	-0.684804426713657	4.66354687752138
ENSG00000005007	1.09574520911709	2.25121188594063	2.17410356623152	7494	17286	20729	60.4647410037115	99.4477045219192	94.1414233162269	1.09574520911709	60.4647410037115
ENSG00000005020	0.845500234272166	0.251554966353344	0.770590024345751	6522	5782	10902	52.6222365660804	33.2642963985732	49.5117852763522	0.845500234272166	52.6222365660804
ENSG00000005022	2.01742937572699	2.26772504722025	2.35777288696675	11074	17381	22015	89.3496853316121	99.9942469221033	99.981833870748	2.01742937572699	89.3496853316121
ENSG00000005059	0.850391854150822	-0.30763282139981	0.0204879461953406	6541	2565	5650	52.7755365499435	14.7566448049707	25.6596575684636	0.850391854150822	52.7755365499435
ENSG00000005073	-0.673476464889401	-0.464073296680456	-0.601359816231713	622	1665	1296	5.01855736646765	9.57887469796341	5.88582587765112	-0.673476464889401	5.01855736646765
ENSG00000005075	2.15696926910759	2.09981227041902	2.1309712685161	11616	16415	20427	93.7227690818138	94.4367736739155	92.7698805577002	2.15696926910759	93.7227690818138
ENSG00000005100	-0.489911992600893	-0.627814327474199	-0.389982992990546	1335	723	2776	10.7713409714378	4.15947531929582	12.6072937008947	-0.489911992600893	10.7713409714378
ENSG00000005102	-0.626877349203258	-0.571495756373166	-0.678769436634897	803	1047	754	6.47894142326932	6.02347255781843	3.42431536400381	-0.626877349203258	6.47894142326932
ENSG00000005108	-0.699479286349625	-0.743058810930941	-0.674199126943196	521	60	786	4.2036469259319	0.345184673800483	3.56964439801989	-0.699479286349625	4.2036469259319
ENSG00000005156	-0.706687989328696	-0.365689620003961	-0.434400690306765	493	2231	2465	3.97773116023883	12.8351167874813	11.1948771515509	-0.706687989328696	3.97773116023883
ENSG00000005175	-0.579248418805819	-0.526649486792714	-0.201029251674287	988	1305	4099	7.9715991608843	7.50776665516051	18.6157409509969	-0.579248418805819	7.9715991608843
ENSG00000005187	-0.286781040797762	-0.62885726397607	-0.472819856152625	2124	717	2196	17.1373245118606	4.12495685191578	9.97320495935329	-0.286781040797762	17.1373245118606
ENSG00000005189	-0.747365670424888	-0.690216694836145	-0.645349047014334	335	364	988	2.7029207681136	2.0941203543896	4.48703392524638	-0.747365670424888	2.7029207681136
ENSG00000005194	1.60344386178601	2.16395286528409	1.70250473491914	9466	16784	17427	76.3756656446668	96.5596594177885	79.145283618693	1.60344386178601	76.3756656446668
ENSG00000005206	0.762342696335016	0.942674221593177	0.436243305962257	6199	9758	8561	50.0161368404066	56.1385341157519	38.8800581316136	0.762342696335016	50.0161368404066
ENSG00000005238	0.0175292063901999	-0.484932026717875	-0.303289931026095	3306	1545	3383	26.6741971921898	8.88850535036244	15.3640038148871	0.0175292063901999	26.6741971921898
ENSG00000005243	0.193884975699636	0.829515611140176	0.11646444972106	3991	9107	6322	32.2010650314668	52.3932804050167	28.7115672828012	0.193884975699636	32.2010650314668
ENSG00000005249	0.395728659113648	0.117016157611989	-0.0215017740971614	4775	5008	5356	38.526706470873	28.811414106547	24.3244470684409	0.395728659113648	38.526706470873
ENSG00000005302	0.254129136310451	-0.337182688952821	-0.31857190405772	4225	2395	3276	34.0890753590447	13.778621562536	14.8780598573959	0.254129136310451	34.0890753590447
ENSG00000005339	0.288627929138866	1.44606490649623	1.06808862083991	4359	12654	12985	35.1702436662901	72.7994477045219	58.9717970843363	0.288627929138866	35.1702436662901
ENSG00000005379	-0.481416021232701	0.0706054832787304	-0.187746789132782	1368	4741	4192	11.0375988381475	27.2753423081349	19.0381034561061	-0.481416021232701	11.0375988381475
ENSG00000005381	-0.716471229086008	-0.447038667149897	-0.146614001907474	455	1763	4480	3.67113119251251	10.1426763318375	20.3460647622508	-0.716471229086008	3.67113119251251
ENSG00000005421	-0.281374513563458	-0.69925547785236	-0.709190560520281	2145	312	541	17.3067613361304	1.79496030376251	2.4569689813343	-0.281374513563458	17.3067613361304
ENSG00000005436	-0.668327391332921	-0.669184142048414	-0.685053612460986	642	485	710	5.17992577053413	2.79024277988724	3.22448794223171	-0.668327391332921	5.17992577053413
ENSG00000005448	-0.28343414298605	0.251902611853968	0.0460531160332925	2137	5784	5829	17.2422139745038	33.2758025543666	26.472591852491	-0.28343414298605	17.2422139745038
ENSG00000005469	-0.384098531015231	-0.426527582613101	-0.234163996939119	1746	1881	3867	14.087461675004	10.8215395236451	17.5621054543803	-0.384098531015231	14.087461675004
ENSG00000005471	-0.263867663471426	-0.710380133872318	-0.72861437671001	2213	248	405	17.8554139099564	1.42676331837533	1.83932058676597	-0.263867663471426	17.8554139099564
ENSG00000005483	1.13436326079069	1.6174541383037	1.54254389570961	7644	13640	16307	61.6750040342101	78.4719825106432	74.0587674281303	1.13436326079069	61.6750040342101
ENSG00000005486	1.62506997072322	2.23487254741131	2.23651685795881	9550	17192	21166	77.053412941746	98.9069151996318	96.1260729370089	1.62506997072322	77.053412941746
ENSG00000005513	-0.789588073588023	-0.22784817900668	-0.604787548500489	171	3024	1272	1.37969985476844	17.3973075595444	5.77682910213906	-0.789588073588023	1.37969985476844
ENSG00000005700	1.47600429126313	1.15056623096612	0.768019225144169	8971	10954	10884	72.3817976440213	63.0192152801749	49.4300376947182	1.47600429126313	72.3817976440213
ENSG00000005801	-0.82872103261727	-0.392632146302294	-0.659774086978765	19	2076	887	0.15329998386316	11.9433897134967	4.02833916163314	-0.82872103261727	0.15329998386316
ENSG00000005810	1.64283427449308	0.372361777820066	0.57349541889115	9619	6477	9522	77.6101339357754	37.2626855367622	43.2444706844089	1.64283427449308	77.6101339357754
ENSG00000005812	1.42708809247657	1.8995684620598	0.243433365843625	8781	15263	7211	70.8487978053897	87.8092279369463	32.7489895090604	1.42708809247657	70.8487978053897
ENSG00000005844	0.596027620460715	-0.374554580269864	0.0204879461953406	5553	2180	5650	44.8039373890592	12.5417098147509	25.6596575684636	0.596027620460715	44.8039373890592
ENSG00000005882	-0.305575159278913	0.584947001451433	-0.402979811176321	2051	7700	2685	16.5483298370179	44.2986998043954	12.1940142604115	-0.305575159278913	16.5483298370179
ENSG00000005884	-0.287553401831234	1.06435014681146	0.847285533859607	2121	10458	11439	17.1131192512506	60.1656886434242	51.9505881284345	-0.287553401831234	17.1131192512506
ENSG00000005889	-0.55092851424518	-0.446169553398337	0.340409624614404	1098	1768	7890	8.85912538324996	10.1714417213209	35.832689949589	-0.55092851424518	8.85912538324996
ENSG00000005893	1.86681897419995	2.19280744183585	2.24908520961099	10489	16950	21254	84.6296595126674	97.5146703486365	96.5257277805532	1.86681897419995	84.6296595126674
ENSG00000005961	0.12385757533151	-0.562978441607886	-0.560512673362136	3719	1096	1582	30.0064547361627	6.30537337475549	7.18470411916981	0.12385757533151	30.0064547361627
ENSG00000005981	-0.825889042161206	-0.696648136597683	-0.762606055042035	30	327	167	0.242052606099726	1.88125647221263	0.758435896271402	-0.825889042161206	0.242052606099726
ENSG00000006007	1.87093823304514	2.07478179437412	2.11169027450423	10505	16271	20292	84.7587542359206	93.6083304567944	92.1567736954448	1.87093823304514	84.7587542359206
ENSG00000006015	0.438723423310255	2.11354426769366	0.550072581721182	4942	16494	9358	39.8741326448281	94.8912668277529	42.4996593850765	0.438723423310255	39.8741326448281
ENSG00000006016	-0.695102573826617	-0.169617557652217	-0.533519281745528	538	3359	1771	4.34081006938841	19.3245886549304	8.04305372632726	-0.695102573826617	4.34081006938841
ENSG00000006025	0.165565071138997	-0.421660545604369	-0.536661369658572	3881	1909	1749	31.3135388091012	10.982625704752	7.94314001544121	0.165565071138997	31.3135388091012
ENSG00000006042	-0.43172746141267	0.351329225032334	0.504940773515636	1561	6356	9042	12.5948039373891	36.5665631112645	41.0645351741678	-0.43172746141267	12.5948039373891
ENSG00000006047	-0.809669460458294	-0.676658520311823	-0.726472044042025	93	442	420	0.75036307890915	2.54286043033023	1.90744357146101	-0.809669460458294	0.75036307890915
ENSG00000006059	-0.827691217905974	-0.735584432667533	-0.781744226876033	23	103	33	0.185573664676456	0.592567023357496	0.149870566329079	-0.827691217905974	0.185573664676456
ENSG00000006062	1.86295716903259	-0.365341974503337	-0.483388697314684	10474	2233	2122	84.5086332096176	12.8466229432747	9.63713156819111	1.86295716903259	84.5086332096176
ENSG00000006071	-0.771308862462519	-0.581577475891252	-0.763177343753498	242	989	163	1.95255768920445	5.6897940398113	0.740269767019392	-0.771308862462519	1.95255768920445
ENSG00000006116	-0.781092102219831	-0.682742316572737	-0.7581785675282	204	407	198	1.64595772147813	2.34150270394661	0.899223397974477	-0.781092102219831	1.64595772147813
ENSG00000006118	-0.0481214814549187	0.114930284608247	0.147171217962175	3051	4996	6537	24.6167500403421	28.7423771717869	29.6879967300967	-0.0481214814549187	24.6167500403421
ENSG00000006125	1.79087013924187	2.19628389684209	2.3372064933541	10194	16970	21871	82.2494755526868	97.62973190657	99.3278532176756	1.79087013924187	82.2494755526868
ENSG00000006128	-0.797054230244919	-0.561935505106016	-0.737326529559815	142	1102	344	1.14571566887203	6.33989184213554	1.56228711567283	-0.797054230244919	1.14571566887203
ENSG00000006194	0.266486912846003	-0.387069818292316	-0.357562358615043	4273	2108	3003	34.4763595288043	12.1274882061903	13.6382215359462	0.266486912846003	34.4763595288043
ENSG00000006210	-0.62636244184761	0.17316090596271	0.243719010199356	805	5331	7213	6.49507826367597	30.6696582671729	32.7580725736864	-0.62636244184761	6.49507826367597
ENSG00000006282	0.58341239024734	1.55592088469331	1.32931038415619	5504	13286	14814	44.4085847990963	76.4353929352203	67.2782596848177	0.58341239024734	44.4085847990963
ENSG00000006283	-0.822542144349494	-0.737148837420339	-0.770461274824646	43	94	112	0.34694206874294	0.540789322287424	0.50865161905627	-0.822542144349494	0.34694206874294
ENSG00000006327	0.308709316009138	0.908604962532058	1.22262221729054	4437	9562	14067	35.7995804421494	55.0109308480037	63.8857350470049	0.308709316009138	35.7995804421494
ENSG00000006377	-0.787528444165431	-0.697691073099554	-0.707191050030162	179	321	555	1.44424721639503	1.84673800483259	2.52055043371634	-0.787528444165431	1.44424721639503
ENSG00000006432	-0.760238354316087	-0.706903678866081	-0.755179301793022	285	268	219	2.29949975794739	1.54182487630883	0.994595576547527	-0.760238354316087	2.29949975794739
ENSG00000006451	0.687423676088233	1.42190354420289	2.06870079896667	5908	12515	19991	47.6682265612393	71.9997698768841	90.7897724692311	0.687423676088233	47.6682265612393
ENSG00000006453	-0.308664603412801	0.138570178650656	0.310131322906885	2039	5132	7678	16.451508794578	29.5247957657347	34.8698850992325	-0.308664603412801	16.451508794578
ENSG00000006459	-0.269016737027906	-0.18508778242997	0.047909804345546	2193	3270	5842	17.6940455058899	18.8125647221263	26.5316317725601	-0.269016737027906	17.6940455058899
ENSG00000006468	-0.708490165073464	-0.576362793381897	-0.456395305698075	486	1019	2311	3.92125221881556	5.86238637671154	10.4954811753486	-0.708490165073464	3.92125221881556
ENSG00000006530	0.107895447306422	-0.445821907897714	-0.768890230868124	3657	1770	123	29.5062126835566	10.1829478771143	0.558608474499296	0.107895447306422	29.5062126835566
ENSG00000006534	0.309224223364786	0.0351456422151173	0.105752786381136	4439	4537	6247	35.8157172825561	26.1017144172132	28.370952359326	0.309224223364786	35.8157172825561
ENSG00000006555	-0.721877756320312	-0.457641854918918	-0.594932818227759	434	1702	1341	3.5016943682427	9.79173858014038	6.09019483173623	-0.721877756320312	3.5016943682427
ENSG00000006576	0.446447033644975	-0.566802542114747	-0.502669691326547	4972	1074	1987	40.1161852509279	6.17880566102865	9.02402470593578	0.446447033644975	40.1161852509279
ENSG00000006606	-0.814046172981302	-0.713161297877307	-0.733898797291039	76	232	368	0.613199935452638	1.33471407202854	1.67128389118489	-0.814046172981302	0.613199935452638
ENSG00000006607	-0.609627952789051	-0.730891218409113	-0.655775065998527	870	130	915	7.01952557689204	0.747900126567714	4.1555020663972	-0.609627952789051	7.01952557689204
ENSG00000006611	-0.770536501429047	-0.517436881026187	-0.297719866089335	245	1358	3422	1.97676294981443	7.81267978368427	15.5411235750942	-0.770536501429047	1.97676294981443
ENSG00000006625	1.60035441765212	1.01915623173038	1.01038846098218	9454	10198	12581	76.2788446022269	58.6698883902888	57.1370180298833	1.60035441765212	76.2788446022269
ENSG00000006634	-0.498665417646909	-0.621904353963597	-0.146471179729608	1301	757	4481	10.4970146845248	4.35507996778276	20.3506062945638	-0.498665417646909	10.4970146845248
ENSG00000006638	-0.707202896684344	-0.558285227349467	-0.700621229848342	491	1123	601	3.96159431983218	6.46070647796571	2.72946092011445	-0.707202896684344	3.96159431983218
ENSG00000006652	2.02747006916212	-0.254790705305014	-0.417547673318617	11113	2869	2583	89.6643537195417	16.5055804855598	11.7307779644852	2.02747006916212	89.6643537195417
ENSG00000006659	-0.830523208362038	-0.741842051678759	-0.777459561540063	12	67	63	0.0968210424398903	0.385456219077206	0.286116535719152	-0.830523208362038	0.0968210424398903
ENSG00000006695	-0.655712161119546	-0.412795585338466	-0.773603362737691	691	1960	90	5.57527836049701	11.2760326774825	0.408737908170217	-0.655712161119546	5.57527836049701
ENSG00000006704	-0.386415614115647	-0.306068416647003	-0.10105372716833	1737	2574	4799	14.0148458931741	14.8084225060407	21.7948135700986	-0.386415614115647	14.0148458931741
ENSG00000006712	1.69741445419176	2.26789886997056	2.32778022961497	9831	17382	21805	79.3206390188801	100	99.0281120850175	1.69741445419176	79.3206390188801
ENSG00000006715	0.0257677240805677	0.0245424544460957	1.05237818127468	3338	4476	12875	26.9323866386961	25.750776665516	58.472228529906	0.0257677240805677	26.9323866386961
ENSG00000006740	-0.798084044956215	-0.49014670922723	-0.766747898200139	138	1515	138	1.11344198805874	8.7159130134622	0.626731459194332	-0.798084044956215	1.11344198805874
ENSG00000006744	2.35701077677684	2.17525134405436	1.57867790670962	12393	16849	16560	99.9919315797967	96.9336094810724	75.2077751033199	2.35701077677684	99.9919315797967
ENSG00000006747	-0.809926914136118	-0.636331642239478	-0.599217483563728	92	674	1311	0.742294658705825	3.87757450235876	5.95394886234616	-0.809926914136118	0.742294658705825
ENSG00000006756	-0.296049373199425	-0.215680586484852	0.674470698642166	2088	3094	10229	16.8468613845409	17.8000230123116	46.4553340297016	-0.296049373199425	16.8468613845409
ENSG00000006757	-0.233230675810371	-0.362734633248659	-0.0954836622315697	2332	2248	4838	18.815555914152	12.9329191117248	21.9719333303056	-0.233230675810371	18.815555914152
ENSG00000006788	-0.826661403194678	-0.753488175949651	-0.779173427674451	27	0	51	0.217847345489753	0	0.231618147963123	-0.826661403194678	0.217847345489753
ENSG00000006831	1.52389067533839	1.9407644538837	2.11868856121965	9157	15500	20341	73.8825238018396	89.1727073984582	92.379308778782	1.52389067533839	73.8825238018396
ENSG00000006837	-0.816878163437366	-0.745839974935931	-0.786171714389868	65	44	2	0.524447313216072	0.253135427453688	0.00908306462600481	-0.816878163437366	0.524447313216072
ENSG00000007001	-0.677853177412409	-0.747056734188113	-0.744896104986694	605	37	291	4.88139422301113	0.212863882176965	1.3215859030837	-0.677853177412409	4.88139422301113
ENSG00000007038	-0.755604188115255	-0.659450068030952	-0.287865135816604	303	541	3491	2.44473132160723	3.11241514210102	15.8544893046914	-0.755604188115255	2.44473132160723
ENSG00000007047	-0.351401913931584	0.320041129976205	0.100611187977972	1873	6176	6211	15.1121510408262	35.5310090898631	28.207457196058	-0.351401913931584	15.1121510408262
ENSG00000007062	-0.605508693943867	-0.435218720128692	-0.0269290168560562	886	1831	5318	7.14862030014523	10.5338856288114	24.1518688405468	-0.605508693943867	7.14862030014523
ENSG00000007080	1.59082863157263	2.20932060311547	1.96486907565834	9417	17045	19264	75.9803130547039	98.0612127488206	87.4880784776784	1.59082863157263	75.9803130547039
