Gene	CV_geo	FC_geo	CV_gtex	FC_gtex	CV_tcga	FC_tcga
ENSG00000000003	1.51494835833146	3.35230453213799	1.26932742770045	3.07875231185987	1.27125745602596	2.78149956002655
ENSG00000000005	5.66504804289717	18.3784500092255	4.24452872301702	11.4918602477758	21.484908188963	5.13146189989422
ENSG00000000419	0.719940761755096	1.89173707864989	0.405620997839612	1.6430229529954	0.628746378683247	1.59540637280263
ENSG00000000457	1.29888615963659	1.56566161834814	0.403180016344882	1.46078396423631	0.518304239481349	1.83592490102111
ENSG00000000460	1.44995742239427	2.60224229900635	0.721123418138485	2.6818807742802	0.911985433450386	1.66142953903419
ENSG00000000938	1.63097356529946	13.1328258157811	4.66785372128753	19.7719108308505	3.27183991304994	7.05664911885699
ENSG00000000971	2.21457974356387	14.0077415438916	1.88239285513413	9.92207812337963	3.63946462137261	12.8685404773804
ENSG00000001036	1.02925584889601	2.11097735484142	0.646362210898102	1.89611892270761	0.808041661963089	2.08886509051063
ENSG00000001084	1.4027381620384	3.77698309171152	0.848203856266827	3.67736613470209	1.60001365150096	2.71731305450019
ENSG00000001167	0.744103615497519	1.58010901749445	0.51820166213148	2.26265220123896	0.60329216547564	1.48756791295023
ENSG00000001460	1.1676964451635	2.30570316361401	0.804517200980737	4.84024438907942	0.861943658861411	2.06869557656639
ENSG00000001461	3.76719525210346	2.13773351256279	1.14766966128589	4.50461924383745	1.10068402868703	2.89896439038717
ENSG00000001497	1.24311930325008	3.32222674521962	0.419504423767423	1.74513712074026	0.506813377100061	1.79375805365535
ENSG00000001561	1.41360644467014	2.81420630750875	0.911826033725465	2.75756040408162	0.940864269415487	2.04331559060689
ENSG00000001617	3.32193134049298	4.72983228259602	1.34919285490357	2.77212936635867	1.39930621744919	3.06260720578195
ENSG00000001626	9.33000962419057	8.26482515460156	5.23826945524677	21.7980839830838	4.32629420379255	7.86803230232455
ENSG00000001629	0.880255627259867	1.51093417357805	0.456915012808326	1.63352799322202	0.674945755403466	1.97640227496903
ENSG00000001630	1.59522354303603	3.28743304996698	1.05459630402619	2.60707272457813	1.20534362476714	2.51193033256331
ENSG00000001631	0.748939533035759	2.16511175552484	0.292119594311152	1.22471158359709	0.591910282845419	1.32678610093169
ENSG00000002016	0.796590298732024	1.57097762469316	0.528355955012373	1.57376054280505	0.563688838237069	2.37770419211823
ENSG00000002330	9.68247369793002	3.31450924475968	0.584726547339631	1.75997508092899	0.862803007089811	1.50900856619267
ENSG00000002549	30.5630104736807	10.804485526056	0.653178192110617	2.19239251285353	0.867008989282892	2.26872815533375
ENSG00000002586	8.57914080737361	1.91176500272605	0.678925733417647	2.06485926104688	1.18440390026828	3.71397106209895
ENSG00000002587	3.34720909309636	4.20765530010929	1.95169655631225	8.3576186514835	2.09947080974372	2.6318492506486
ENSG00000002726	9.75961600345938	8.55369924920677	5.14299645847679	10.0999509374366	4.08685849988804	4.58300872476522
ENSG00000002745	7.84617040193297	9.72016645230827	3.16269541731791	9.40327910132527	8.29547162665445	3.02455745805973
ENSG00000002746	3.99736643789264	7.92300711161577	2.69861153402221	10.419144398806	3.30426178390128	5.31697933509948
ENSG00000002822	1.1383357966885	2.60360462216591	1.37820240137046	4.03984774843205	2.37684746854159	8.83599137293585
ENSG00000002834	1.07527845998387	2.31561878342389	1.03417553981423	3.99416405032505	0.85473527161215	1.47192713322815
ENSG00000002919	1.09117534431773	2.529423903671	0.869812463892154	4.0504299759199	0.749952018903118	3.01996743393933
ENSG00000002933	2.12070355491831	15.2419085150837	2.38841466326336	10.6141571740513	2.83683026473091	9.67122395028343
ENSG00000003056	0.785520809372122	2.04380848840289	0.514565745031266	2.33233989967377	0.579250535810138	1.91983595357183
ENSG00000003096	3.0848640715419	6.01233968291587	1.34300838935499	5.34096453269968	1.90092902066214	5.48663907553329
ENSG00000003137	3.19421088409093	4.45430046504223	1.60268426578467	4.0063913426031	2.65429817400528	6.9750899789825
